,created_at,text,url,screen_name,name,retweet_count,favorite_count,is_retweet
182,Tue May 16 06:44:51 +0000 2017,The victims of Ian Brady and Myra Hindley https://t.co/BekBhSbOt4,https://t.co/BekBhSbOt4,guardian,The Guardian,4,5,False
183,Tue May 16 06:41:51 +0000 2017,Iran presidential elections: everything you need to know https://t.co/Gqhl8DPbhA,https://t.co/Gqhl8DPbhA,guardian,The Guardian,10,9,False
184,Tue May 16 06:38:52 +0000 2017,"Chanel's $2,000 boomerang criticised for 'humiliating' Indigenous Australian culture https://t.co/GEnBKP2HWh",https://t.co/GEnBKP2HWh,guardian,The Guardian,10,6,False
185,Tue May 16 06:38:52 +0000 2017,Offenders in Rochdale child sexual abuse scandal 'remain at large' https://t.co/7FJOnBump0,https://t.co/7FJOnBump0,guardian,The Guardian,12,6,False
186,Tue May 16 06:35:13 +0000 2017,Applying to university: top tips from today's students to tomorrow's https://t.co/FbauLKJRnS,https://t.co/FbauLKJRnS,guardian,The Guardian,7,18,False
187,Tue May 16 06:28:35 +0000 2017,Uneasy peace and simmering conflict: the Ethiopian town where three flags fly https://t.co/AAg2Tb8dU3,https://t.co/AAg2Tb8dU3,guardian,The Guardian,8,10,False
188,Tue May 16 06:27:16 +0000 2017,Why meat eaters should think much more about soil | John Sauven https://t.co/sF9cBfhrgF,https://t.co/sF9cBfhrgF,guardian,The Guardian,33,37,False
189,Tue May 16 06:25:45 +0000 2017,Cambridge digs in at the top of university league table https://t.co/fVj81RyIsQ,https://t.co/fVj81RyIsQ,guardian,The Guardian,11,13,False
190,Tue May 16 06:40:06 +0000 2017,White House denies Trump shared sensitive intelligence with Russian officials https://t.co/YboLXHkfUX https://t.co/FSX2LzoB7G,https://t.co/YboLXHkfUX,latimes,Los Angeles Times,7,12,False
191,Tue May 16 06:20:05 +0000 2017,Sign proclaiming Hooters will move into Sport Chalet space confirmed a hoax https://t.co/18PRQUGwTs,https://t.co/18PRQUGwTs,latimes,Los Angeles Times,5,7,False
192,Tue May 16 05:40:04 +0000 2017,State senators say yes to naming part of the Ventura Freeway after former President Obama https://t.co/Kj5PDynHTs https://t.co/h1eHt5uLGu,https://t.co/Kj5PDynHTs,latimes,Los Angeles Times,122,368,False
193,Tue May 16 05:35:03 +0000 2017,2 former Kern County deputies plead guilty to marijuana trafficking https://t.co/hjdRUzTgar,https://t.co/hjdRUzTgar,latimes,Los Angeles Times,27,17,False
194,Tue May 16 05:20:04 +0000 2017,"Pizza parlor makes ""extremely dangerous"" delivery to passengers stranded on Amtrak train https://t.co/3qo6Dryc0M https://t.co/laOkspO3lp",https://t.co/3qo6Dryc0M,latimes,Los Angeles Times,13,28,False
195,Tue May 16 05:05:05 +0000 2017,USC paid Lane Kiffin and Steve Sarkisian a combined $5.8 million in 2015 season. Total games? Five https://t.co/nS7DTEaSep,https://t.co/nS7DTEaSep,latimes,Los Angeles Times,15,25,False
196,Tue May 16 04:50:05 +0000 2017,"Mo'Nique slams Lee Daniels, Tyler Perry and Oprah Winfrey in harsh standup riff https://t.co/1scodF0in8 https://t.co/nqg1hO8zNt",https://t.co/1scodF0in8,latimes,Los Angeles Times,11,26,False
197,Tue May 16 04:35:04 +0000 2017,Death of Las Vegas man in police custody raises questions about police restraint methods https://t.co/1qT6rlOlgz https://t.co/wibm1YQA56,https://t.co/1qT6rlOlgz,latimes,Los Angeles Times,35,31,False
198,Tue May 16 04:20:04 +0000 2017,Elon Musk's cousin and business partner departs Tesla https://t.co/IohGb5LE7X https://t.co/O4pzTY5mKv,https://t.co/IohGb5LE7X,latimes,Los Angeles Times,13,28,False
199,Tue May 16 04:05:05 +0000 2017,"House Minority Leader Nancy Pelosi: Trump was ""sloppy"" if he disclosed sensitive information to Russians… https://t.co/MkzzVNF3V5",https://t.co/MkzzVNF3V5,latimes,Los Angeles Times,28,51,False
200,Mon May 15 13:52:11 +0000 2017,"What's the #GoogleDNI? Madhav Chinnappa, strategic relations, News &amp; Publishers @Google explains #businessofnews… https://t.co/I4OYc9w5VK",https://t.co/I4OYc9w5VK,ReutersAgency,Reuters News Agency,0,0,False
201,Thu May 11 17:13:35 +0000 2017,Is #Facebook becoming 'the TV'? Hear @mrwillhayward @JOEmediaUK on socially distributed TV &amp; monetizing… https://t.co/3ErSq8ppcs,https://t.co/3ErSq8ppcs,ReutersAgency,Reuters News Agency,5,3,False
202,Wed May 10 09:02:24 +0000 2017,"When your brand is everything, why aren’t more #newsoutlets clear about their values? by @paul__armstrong… https://t.co/hv6E5CFwoP",https://t.co/hv6E5CFwoP,ReutersAgency,Reuters News Agency,3,3,False
203,Tue May 09 16:12:09 +0000 2017,"How to build your #newsbrand on owned land, with @gjhoekman @NUnl https://t.co/q8EMBkhiho #businessofnews https://t.co/CPpdAGND5h",https://t.co/q8EMBkhiho,ReutersAgency,Reuters News Agency,0,0,False
204,Wed May 03 09:00:04 +0000 2017,#editorial &amp; commercial decision-making in the #newsindustry has never been more exciting... https://t.co/2KwPja3aBz https://t.co/loQmA8TFxa,https://t.co/2KwPja3aBz,ReutersAgency,Reuters News Agency,1,1,False
205,Fri Apr 28 07:00:10 +0000 2017,"WhatsApp is nearly as popular as Facebook in #Spain
https://t.co/alilLiJejv via @eMarketer https://t.co/LhI5xNlbjQ",https://t.co/alilLiJejv,ReutersAgency,Reuters News Agency,0,0,False
206,Thu Apr 27 06:00:15 +0000 2017,Build your digital #Storytelling with tools &amp; expertise that deliver breaking news  https://t.co/fgPWLrxRNw https://t.co/5bSBgj29xc,https://t.co/fgPWLrxRNw,ReutersAgency,Reuters News Agency,2,0,False
207,Wed Apr 26 09:00:25 +0000 2017,#editorial &amp; commercial decision-making in the #newsindustry has never been more exciting... https://t.co/2KwPj9LzK1 https://t.co/j9tN0bmxdh,https://t.co/2KwPj9LzK1,ReutersAgency,Reuters News Agency,1,0,False
208,Wed Apr 26 06:00:26 +0000 2017,#newsgathering is evolving. Find out 6 approaches worth exploring. w/insights @jeffjarvis @Jon_Bernstein @sambrook… https://t.co/3Um7aQWBFG,https://t.co/3Um7aQWBFG,ReutersAgency,Reuters News Agency,2,0,False
209,Tue Apr 25 15:45:46 +0000 2017,#Snapchat becoming a daily habit in Germany https://t.co/Wei4VXW0Lc via @eMarketer #futureofnews https://t.co/VHGvciju9H,https://t.co/Wei4VXW0Lc,ReutersAgency,Reuters News Agency,0,0,False
210,Tue May 16 06:40:09 +0000 2017,Four plead guilty to manslaughter in 2013 hazing death of New York City college student. https://t.co/OPFy3LtYir https://t.co/qE6SApFUlS,https://t.co/OPFy3LtYir,ABC,ABC News,15,27,False
211,Tue May 16 06:24:03 +0000 2017,Former 'Real Housewives of New Jersey' star 'shaken up' after alleged home invasion and robbery.… https://t.co/bBZbaZKsTt,https://t.co/bBZbaZKsTt,ABC,ABC News,13,26,False
212,Tue May 16 06:07:05 +0000 2017,Italian police say Mafia skimmed about 36 million euros from public funds meant for migrant center.… https://t.co/02oZcUKzMp,https://t.co/02oZcUKzMp,ABC,ABC News,46,45,False
213,Tue May 16 05:50:02 +0000 2017,Pres. Trump welcomes crown prince of Abu Dhabi to the White House for first face-to-face meeting since taking offic… https://t.co/3XL2i76e7P,https://t.co/3XL2i76e7P,ABC,ABC News,75,83,False
214,Tue May 16 05:33:03 +0000 2017,"Authorities in Malaysia seize 330 endangered tortoises being smuggled through Kuala Lumpur airport, valued at over… https://t.co/i71xqFFICM",https://t.co/i71xqFFICM,ABC,ABC News,262,247,False
215,Tue May 16 05:16:03 +0000 2017,Pres. Trump asks Justice Dept. to develop strategies to prevent and prosecute violent crimes against law enforcemen… https://t.co/3N2v6W7qFQ,https://t.co/3N2v6W7qFQ,ABC,ABC News,48,92,False
216,Tue May 16 04:59:07 +0000 2017,College Football Playoff to add Super Bowl-style halftime show to national title game - without bumping the bands.… https://t.co/HJSCicwa0L,https://t.co/HJSCicwa0L,ABC,ABC News,33,73,False
217,Tue May 16 04:43:05 +0000 2017,11-year-old boy killed in school bus crash on rural road near the Texas-Louisiana border. https://t.co/Rg2IJcVhJK https://t.co/MLUECBRGjR,https://t.co/Rg2IJcVhJK,ABC,ABC News,41,35,False
218,Tue May 16 04:27:06 +0000 2017,Federal judge approves $7.5 million class action settlement in Wal-Mart same-sex benefits case.… https://t.co/TvOWNdkfZd,https://t.co/TvOWNdkfZd,ABC,ABC News,49,63,False
219,Tue May 16 04:11:06 +0000 2017,"Mexican journalist who specialized in covering drug trafficking, organized crime killed in Sinaloa, authorities say… https://t.co/AwcBpeiT1X",https://t.co/AwcBpeiT1X,ABC,ABC News,221,190,False
220,Tue May 16 06:42:55 +0000 2017,Red hot emerging-market stocks are showing signs of overheating https://t.co/Q3cGe8Vgnw https://t.co/1KW3uRQPkR,https://t.co/Q3cGe8Vgnw,business,Bloomberg,7,4,False
221,Tue May 16 06:39:22 +0000 2017,Here's what you need to know about the Middle East today https://t.co/GDCxAj5RKZ https://t.co/pwtrWCOigi,https://t.co/GDCxAj5RKZ,business,Bloomberg,9,13,False
222,Tue May 16 06:37:46 +0000 2017,Hutchison Telecom shares surge on prospects for fixed-line sale https://t.co/HZW3BEAZfg https://t.co/g3bcHpFlYW,https://t.co/HZW3BEAZfg,business,Bloomberg,5,6,False
223,Tue May 16 06:33:48 +0000 2017,Donald Trump reportedly revealed sensitive classified information to Russia's top diplomat https://t.co/4KRCFUa3t8 https://t.co/omuwZwSJxM,https://t.co/4KRCFUa3t8,business,Bloomberg,23,20,False
224,Tue May 16 06:32:41 +0000 2017,The French economy is bad in a crisis. Macron could improve on that https://t.co/0VlZDGptLP via @BV https://t.co/GgEgoArUZj,https://t.co/0VlZDGptLP,business,Bloomberg,10,10,False
225,Tue May 16 06:27:28 +0000 2017,Netayahu's main rival says he welcomes Trump's peace initiative https://t.co/D26PqETCxM https://t.co/t57CjrZdYm,https://t.co/D26PqETCxM,business,Bloomberg,5,13,False
226,Tue May 16 06:16:30 +0000 2017,"Indonesia's ""chili mafia"" are being hunted by police and the nation's central bank https://t.co/ThXOXEYKMC https://t.co/3CvYQi1nhr",https://t.co/ThXOXEYKMC,business,Bloomberg,15,10,False
227,Tue May 16 06:12:26 +0000 2017,"6. Finally, French companies have one other big complaint - they're charged a lot of tax https://t.co/LVFgks2afa https://t.co/t4uiMCUdjH",https://t.co/LVFgks2afa,business,Bloomberg,16,6,False
228,Tue May 16 06:12:09 +0000 2017,5. And difficulties in hiring and firing contribute to a persistently high unemployment rate https://t.co/LVFgks2afa https://t.co/BnZO7PIIxE,https://t.co/LVFgks2afa,business,Bloomberg,16,11,False
229,Tue May 16 06:11:50 +0000 2017,4. But even those at work are relatively expensive for French employers https://t.co/LVFgks2afa https://t.co/c60zQ9glrz,https://t.co/LVFgks2afa,business,Bloomberg,8,4,False
230,Tue May 16 02:08:47 +0000 2017,"With this camera, you can tell who’s in your home https://t.co/Mf9ylPq4ZJ https://t.co/Zrfaumwe7O",https://t.co/Mf9ylPq4ZJ,BW,Businessweek,11,10,False
231,Tue May 16 00:11:39 +0000 2017,Fyre Festival founders are under legal assault from all sides https://t.co/YwL1F0bDay https://t.co/MO0XEr89eD,https://t.co/YwL1F0bDay,BW,Businessweek,9,2,False
232,Mon May 15 23:52:26 +0000 2017,How augmented reality is being used on Snapchat ads https://t.co/Xwfeaml9a3 https://t.co/nc4VK6GUF6,https://t.co/Xwfeaml9a3,BW,Businessweek,7,9,False
233,Mon May 15 22:49:23 +0000 2017,Venezuela’s crisis has professionals scrubbing toilets in Miami https://t.co/9k4W11IGgI https://t.co/4keFiYmOsV,https://t.co/9k4W11IGgI,BW,Businessweek,14,9,False
234,Mon May 15 21:55:00 +0000 2017,What an immigrant murder in Kansas says about America https://t.co/0zSJINmyRw https://t.co/QwydlBWBsW,https://t.co/0zSJINmyRw,BW,Businessweek,4,4,False
235,Mon May 15 20:03:45 +0000 2017,There are now more indexes than stocks https://t.co/cREv6hiegP https://t.co/zcXeNSfA0f,https://t.co/cREv6hiegP,BW,Businessweek,12,8,False
236,Mon May 15 19:58:30 +0000 2017,The Danish politician who makes corporate America tremble https://t.co/JojdsaXqku https://t.co/NsSU5GEVhO,https://t.co/JojdsaXqku,BW,Businessweek,3,4,False
237,Mon May 15 18:56:30 +0000 2017,It’s way too easy to hack hospitals https://t.co/gFw8nVNaSG https://t.co/V2hJtOuSo2,https://t.co/gFw8nVNaSG,BW,Businessweek,18,8,False
238,Mon May 15 18:35:51 +0000 2017,"Only facts. Only $5 
https://t.co/2Bz0cdfoGe https://t.co/5JgA8Qj343",https://t.co/2Bz0cdfoGe,BW,Businessweek,2,3,False
239,Mon May 15 17:53:19 +0000 2017,"Six vacations that could solve all your problems, from stress to insomnia https://t.co/iZffgTOw6F https://t.co/C3LIhyO1Ia",https://t.co/iZffgTOw6F,BW,Businessweek,11,9,False
240,Tue May 16 06:45:11 +0000 2017,Officials confirm second case of Ebola in Congo outbreak https://t.co/4W3VhWrCmR,https://t.co/4W3VhWrCmR,TIME,TIME,16,9,False
241,Tue May 16 06:30:09 +0000 2017,White House downplays claim that Trump shared classified intelligence with the Russians https://t.co/tEmEpPQ5cq,https://t.co/tEmEpPQ5cq,TIME,TIME,28,30,False
242,Tue May 16 06:25:19 +0000 2017,"The deadline for Facebook to censor ""insulting"" content in Thailand has passed https://t.co/7LihYxslVa",https://t.co/7LihYxslVa,TIME,TIME,18,24,False
243,Tue May 16 06:15:06 +0000 2017,Veteran journalist Javier Valdez murdered in Mexico https://t.co/z8P59qVEg0,https://t.co/z8P59qVEg0,TIME,TIME,52,31,False
244,Tue May 16 06:00:09 +0000 2017,17 essential money tips for married couples https://t.co/CGXLvLEZVN,https://t.co/CGXLvLEZVN,TIME,TIME,12,53,False
245,Tue May 16 05:54:07 +0000 2017,South Korea's new president is sending envoys to the main players in the North Korea crisis https://t.co/r92TRVB0Sf,https://t.co/r92TRVB0Sf,TIME,TIME,46,42,False
246,Tue May 16 05:45:05 +0000 2017,A clue points to North Korea as a suspect in the WannaCry ransomware attack https://t.co/tKmfO26RjV,https://t.co/tKmfO26RjV,TIME,TIME,87,63,False
247,Tue May 16 05:30:10 +0000 2017,"If you invested in Amazon at its IPO, you could have been a millionaire https://t.co/SRfdoXTARR",https://t.co/SRfdoXTARR,TIME,TIME,32,38,False
248,Tue May 16 05:22:04 +0000 2017,The White House is cutting more funds for overseas organizations linked to abortion https://t.co/XCj3BxnrsB,https://t.co/XCj3BxnrsB,TIME,TIME,72,80,False
249,Tue May 16 05:15:06 +0000 2017,Disney CEO Bob Iger said hackers claim they stole an unreleased movie and want a big ransom https://t.co/pdiCpfwW0G,https://t.co/pdiCpfwW0G,TIME,TIME,64,54,False
