created_at,created_at_stamp,favorite_count,is_retweet,name,retweet_count,screen_name,text,tweet_id,tweet_url,utc_offset
Wed May 31 14:00:19 +0000 2017,2017-05-31 14:00:19,10,0,The Sun,5,TheSun,A Swiss village has banned tourists from taking pictures - because it's too pretty for Instagram… https://t.co/TUicvPiQQf,869916452895195136,https://twitter.com/TheSun/status/869916452895195136,3600
Wed May 31 14:00:11 +0000 2017,2017-05-31 14:00:11,18,0,Wall Street Journal,16,WSJ,Growth but no inflation will keep ECB chugging along https://t.co/uxDMy5LemD,869916418975903746,https://twitter.com/WSJ/status/869916418975903746,-14400
Wed May 31 14:00:09 +0000 2017,2017-05-31 14:00:09,32,0,The Guardian,30,guardian,"""For the vast majority or ordinary brits, this will be a massive blow to our standard of living"" - @robertsdan… https://t.co/FCmKfvrmUa",869916411866431488,https://twitter.com/guardian/status/869916411866431488,3600
Wed May 31 14:00:07 +0000 2017,2017-05-31 14:00:07,74,0,TIME,47,TIME,Why President Trump giving world leaders his cellphone number is raising security concerns https://t.co/wK5iTtm2zP,869916402962100227,https://twitter.com/TIME/status/869916402962100227,-14400
Wed May 31 14:00:05 +0000 2017,2017-05-31 14:00:05,292,0,ABC News,111,ABC,"Stunning timelapse video shows rainbow forming over iconic lighthouse in Point Lonsdale, Australia.… https://t.co/jlxZ11ANX7",869916394334298114,https://twitter.com/ABC/status/869916394334298114,-14400
Wed May 31 14:00:03 +0000 2017,2017-05-31 14:00:03,7,0,The Times of London,5,thetimes,Young voters have flocked to Jeremy Corbyn in recent weeks https://t.co/syLAHoVbkS https://t.co/LSjKucL8MA,869916387405418496,https://twitter.com/thetimes/status/869916387405418496,3600
Wed May 31 14:00:02 +0000 2017,2017-05-31 14:00:02,4,0,The Telegraph,1,Telegraph,"TV presenter Noel Edmonds unveils 'countdown' website in Lloyds compensation campaign
https://t.co/VWci5NiwJ2 https://t.co/wjDJiTgU5U",869916383320125442,https://twitter.com/Telegraph/status/869916383320125442,3600
Wed May 31 13:59:45 +0000 2017,2017-05-31 13:59:45,48,0,BBC News (UK),18,BBCNews,"World's oldest continuous parliament needs more women, independent review says https://t.co/CWH2wjfqYw",869916311845048322,https://twitter.com/BBCNews/status/869916311845048322,3600
Wed May 31 13:59:42 +0000 2017,2017-05-31 13:59:42,0,1,The Sun,5,TheSun,"RT @TheSunFootball: Arsene Wenger admits Arsenal's BIGGEST stars could leave this summer
https://t.co/vn8jajGotI https://t.co/yTT29iv6nv",869916298591047680,https://twitter.com/TheSun/status/869916298591047680,3600
Wed May 31 13:59:32 +0000 2017,2017-05-31 13:59:32,0,1,The Associated Press,188,AP,RT @APHealthScience: This is what could happen to global emissions and temperature with U.S. out of the Paris #climate deal. https://t.co/s…,869916254668279808,https://twitter.com/AP/status/869916254668279808,-14400
Wed May 31 13:59:11 +0000 2017,2017-05-31 13:59:11,0,1,The Associated Press,67,AP,"RT @AP_Archive: #OTD In 1962, Gestapo official Adolf Eichmann was hanged in Israel for his role in the Holocaust https://t.co/cP5CdEbHxw ht…",869916168022368257,https://twitter.com/AP/status/869916168022368257,-14400
Wed May 31 13:59:10 +0000 2017,2017-05-31 13:59:10,26,0,Bloomberg,21,business,The robots are coming for Morgan Stanley brokers https://t.co/qvoT5ipLCu https://t.co/JvxjPP0bXR,869916164033568768,https://twitter.com/business/status/869916164033568768,-14400
Wed May 31 13:59:01 +0000 2017,2017-05-31 13:59:01,3,0,The Independent,4,Independent,The pound has slumped over the prospect of a hung parliament – should we look to the markets to predict elections? https://t.co/kPOdasZKBL,869916124523241472,https://twitter.com/Independent/status/869916124523241472,3600
Wed May 31 13:58:06 +0000 2017,2017-05-31 13:58:06,312,0,Washington Post,184,washingtonpost,"Analysis: Trump is loving every minute of this ""covfefe"" distraction https://t.co/ZibcFaGR8p",869915896776728577,https://twitter.com/washingtonpost/status/869915896776728577,-14400
Wed May 31 13:57:30 +0000 2017,2017-05-31 13:57:30,23,0,USA TODAY,43,USATODAY,Seven cases of dog flu have been reported in Florida. https://t.co/Euw2K1h8FT,869915745521717248,https://twitter.com/USATODAY/status/869915745521717248,-14400
Wed May 31 13:57:16 +0000 2017,2017-05-31 13:57:16,63,0,The Guardian,36,guardian,Covfefe is a word now. Deal with it | David Shariatmadari https://t.co/bHiGQ4TTa2,869915685367025664,https://twitter.com/guardian/status/869915685367025664,3600
Wed May 31 13:57:16 +0000 2017,2017-05-31 13:57:16,0,1,BBC News (UK),104,BBCNews,"RT @MishalHusainBBC: Stage set for the only 7-way TV debate of the campaign: Cons, Labour, LDems, Plaid Cymru, SNP, Green Party, UKIP https…",869915686067417088,https://twitter.com/BBCNews/status/869915686067417088,3600
Wed May 31 13:56:00 +0000 2017,2017-05-31 13:56:00,17,0,The Independent,15,Independent,"Zbigniew Brzezinski, obituary: policy theorist who served as Jimmy Carter's national security adviser https://t.co/mGFj0BAInE",869915369242284034,https://twitter.com/Independent/status/869915369242284034,3600
Wed May 31 13:55:52 +0000 2017,2017-05-31 13:55:52,186,0,The Guardian,130,guardian,I called Theresa May’s NHS lies ‘bollocks’ on live TV. Now I’m voting Labour | Mark Wilson https://t.co/OfmETZxyJe,869915334320500736,https://twitter.com/guardian/status/869915334320500736,3600
Wed May 31 13:55:52 +0000 2017,2017-05-31 13:55:52,25,0,The Guardian,8,guardian,Breaking the Bond: six roles to distance Daniel Craig from 007 https://t.co/r9MYfyPp4P,869915334215651330,https://twitter.com/guardian/status/869915334215651330,3600
Wed May 31 13:55:10 +0000 2017,2017-05-31 13:55:10,68,0,Washington Post,45,washingtonpost,The Health 202: Why Republicans won't go nuclear even for Obamacare repeal https://t.co/qYVFssom9i,869915159283761152,https://twitter.com/washingtonpost/status/869915159283761152,-14400
Wed May 31 13:55:01 +0000 2017,2017-05-31 13:55:01,226,0,CNN,71,CNN,Wall Street's Fearless Girl and Charging Bull were joined briefly on Monday by a third statue -- a urinating dog… https://t.co/NBENS6hUP1,869915118943043584,https://twitter.com/CNN/status/869915118943043584,-14400
Wed May 31 13:55:01 +0000 2017,2017-05-31 13:55:01,39,0,Bloomberg,22,business,London commuters are one step closer to being able to surf the internet underground https://t.co/GloKBJ7qWl https://t.co/cT5wWVPywG,869915119878361090,https://twitter.com/business/status/869915119878361090,-14400
Wed May 31 13:55:01 +0000 2017,2017-05-31 13:55:01,4,0,The Sun,1,TheSun,This is the average number of times couples trying for a baby need to have sex to get pregnant… https://t.co/XaKPbmiS0F,869915121916801024,https://twitter.com/TheSun/status/869915121916801024,3600
Wed May 31 13:54:00 +0000 2017,2017-05-31 13:54:00,26,0,The Independent,42,Independent,Senior US official reduced to very awkward silence when asked about Saudi Arabia's attitude to democracy https://t.co/SVAkHe9G5n,869914865170735104,https://twitter.com/Independent/status/869914865170735104,3600
Wed May 31 13:53:44 +0000 2017,2017-05-31 13:53:44,6,0,The Independent,4,Independent,"These are the world's sexiest accents, according to men and women https://t.co/EvRjidqCYo",869914797466374144,https://twitter.com/Independent/status/869914797466374144,3600
Wed May 31 13:53:16 +0000 2017,2017-05-31 13:53:16,0,1,Wall Street Journal,15,WSJ,RT @WSJbusiness: The highest paid woman CEO was Meg Whitman... https://t.co/eKBQONGYCT https://t.co/LZPz5JbU30,869914678029426689,https://twitter.com/WSJ/status/869914678029426689,-14400
Wed May 31 13:53:06 +0000 2017,2017-05-31 13:53:06,0,1,Bloomberg,5,business,RT @eroston: Quick! Somebody move the Statue of liberty! Maybe it's safer in #Paris after all. https://t.co/aHmLKqQuVh via @business,869914639399882752,https://twitter.com/business/status/869914639399882752,-14400
Wed May 31 13:53:06 +0000 2017,2017-05-31 13:53:06,220,0,The Associated Press,58,AP,A photo by @AP's @amedichini captures Pope Francis (@Pontifex) in silhouette as he arrives for his weekly general a… https://t.co/JUJhd7hDP5,869914635792769024,https://twitter.com/AP/status/869914635792769024,-14400
Wed May 31 13:53:00 +0000 2017,2017-05-31 13:53:00,17,0,The Independent,20,Independent,Theresa May asked why she won't debate Corbyn if she's such a strong leader. Her answer says it all https://t.co/kX9sgkSHZF,869914613457969153,https://twitter.com/Independent/status/869914613457969153,3600
Wed May 31 13:52:01 +0000 2017,2017-05-31 13:52:01,4,0,The Sun,2,TheSun,#EastEnders spoiler alert: Stacey's post-partum psychosis means she's going to keep a huge secret… https://t.co/8PeN11Teb3,869914363662139392,https://twitter.com/TheSun/status/869914363662139392,3600
Wed May 31 13:51:39 +0000 2017,2017-05-31 13:51:39,15,0,Sky News,19,SkyNews,Uber sacks star engineer accused of spying on Google https://t.co/bbRsUlEv0E https://t.co/TFaKW1qlCW,869914273249730560,https://twitter.com/SkyNews/status/869914273249730560,3600
Wed May 31 13:51:00 +0000 2017,2017-05-31 13:51:00,4,0,The Independent,20,Independent,2 dead after gunman attacks private school in Saudi Arabia  https://t.co/zK3Tx5G7I0,869914110657474560,https://twitter.com/Independent/status/869914110657474560,3600
Wed May 31 13:50:59 +0000 2017,2017-05-31 13:50:59,19,0,Bloomberg,21,business,A $2 billion bet on electric batteries isn't going so well https://t.co/behwLV1JOY via @gadfly https://t.co/RnloOYKi0d,869914105422983168,https://twitter.com/business/status/869914105422983168,-14400
Wed May 31 13:50:47 +0000 2017,2017-05-31 13:50:47,0,1,The Independent,21,Independent,"RT @IndyVoices: As a teacher, I know that more of us will leave the profession if the Tories win this election https://t.co/Ky60aQsWZ4",869914056282566656,https://twitter.com/Independent/status/869914056282566656,3600
Wed May 31 13:50:34 +0000 2017,2017-05-31 13:50:34,6,0,The Independent,4,Independent,Watch @harrysmithfit live right now for great fitness and weight loss tips https://t.co/MUgcYXk0ia https://t.co/hnSbqIJPoL,869914001219760128,https://twitter.com/Independent/status/869914001219760128,3600
Wed May 31 13:50:24 +0000 2017,2017-05-31 13:50:24,0,1,Bloomberg,1,business,RT @BloombergBriefs: What's next for Brazil? @BloombergBriefs' @jtcrombie breaks it down: https://t.co/brCx2vO1VL #MichelTemer #Mexicoelect…,869913957078904836,https://twitter.com/business/status/869913957078904836,-14400
Wed May 31 13:50:09 +0000 2017,2017-05-31 13:50:09,29,0,Los Angeles Times,20,latimes,Column: Our opioid epidemic is killing people. Why does a state senator want to make it harder to catch bad doctors… https://t.co/8WZkoFE0Ap,869913896601178118,https://twitter.com/latimes/status/869913896601178118,-25200
Wed May 31 13:50:01 +0000 2017,2017-05-31 13:50:01,21,0,The Independent,16,Independent,"Psychologists say everyone is keeping 13 secrets, and five of them you’ve never told anybody https://t.co/BLUoCdy7gB",869913861159354368,https://twitter.com/Independent/status/869913861159354368,3600
Wed May 31 13:50:00 +0000 2017,2017-05-31 13:50:00,6,0,The Independent,9,Independent,Theresa May is being criticised for her voting record on gay rights https://t.co/91TSiVnf0s,869913858823081989,https://twitter.com/Independent/status/869913858823081989,3600
Wed May 31 13:49:59 +0000 2017,2017-05-31 13:49:59,10,0,SFGate,4,SFGate,From Instagram: @vincentjamesphotography takes us above.  #fog #karlthefog #mttamalpais  #mttam #bayarea… https://t.co/M8zmjP6Gnb,869913851306889216,https://twitter.com/SFGate/status/869913851306889216,-25200
Wed May 31 13:49:53 +0000 2017,2017-05-31 13:49:53,92,0,Sky News,52,SkyNews,"""I've been taking Jeremy Corbyn on week in and week out in Prime Minister's Question Time"" says Theresa May #GE2017 https://t.co/gctDLmsr8t",869913828301000704,https://twitter.com/SkyNews/status/869913828301000704,3600
Wed May 31 13:48:00 +0000 2017,2017-05-31 13:48:00,4,0,The Independent,1,Independent,Trojan horse scandal teachers’ cases dropped https://t.co/KIl9j8C7H2,869913355187879936,https://twitter.com/Independent/status/869913355187879936,3600
Wed May 31 13:47:46 +0000 2017,2017-05-31 13:47:46,0,1,The Sun,1,TheSun,RT @TheSunShowbiz: Towie’s James Argent looks almost unrecognisable in new slimline picture as he reveals he’s about to go on a date https:…,869913294328475648,https://twitter.com/TheSun/status/869913294328475648,3600
Wed May 31 13:46:31 +0000 2017,2017-05-31 13:46:31,93,0,USA TODAY,23,USATODAY,"Venus won, but Serena (and her baby bump) stole the show at the #FrenchOpen today. https://t.co/8l5HQwFtzn (Photo:… https://t.co/NG16EdirsR",869912982507196420,https://twitter.com/USATODAY/status/869912982507196420,-14400
Wed May 31 13:46:31 +0000 2017,2017-05-31 13:46:31,52,0,Bloomberg,50,business,Trump's unusual move to give world leaders his cellphone number sparks security concerns https://t.co/Cyie15OwmO https://t.co/1dF0ShT6ug,869912982905663488,https://twitter.com/business/status/869912982905663488,-14400
Wed May 31 13:46:28 +0000 2017,2017-05-31 13:46:28,311,0,CNN,391,CNN,The streets of Bangalore in India are being overrun by toxic foam from a lake overflowing from monsoon rains… https://t.co/AJA9cm8jkp,869912969710374912,https://twitter.com/CNN/status/869912969710374912,-14400
Wed May 31 13:46:06 +0000 2017,2017-05-31 13:46:06,108,0,Washington Post,79,washingtonpost,"Google’s breakdown of what Americans don’t know how to spell, state by state https://t.co/kr84pa4kki",869912876265480192,https://twitter.com/washingtonpost/status/869912876265480192,-14400
Wed May 31 13:46:01 +0000 2017,2017-05-31 13:46:01,6,0,The Times of London,9,thetimes,The NHS faces a £500 million bill for treating British pensioners living in Europe after Brexit… https://t.co/zHGRgmxWrN,869912854698364928,https://twitter.com/thetimes/status/869912854698364928,3600
Wed May 31 13:45:32 +0000 2017,2017-05-31 13:45:32,80,0,ABC News,42,ABC,"Ex-national security adviser Michael Flynn to give Senate panel some documents in Russia investigation, source says. https://t.co/0oJHjTkpCb",869912733269012480,https://twitter.com/ABC/status/869912733269012480,-14400
Wed May 31 13:45:16 +0000 2017,2017-05-31 13:45:16,95,0,TIME,153,TIME,President Trump has said he will withdraw from the Paris climate agreement https://t.co/cFLqeeRDDy,869912664620892160,https://twitter.com/TIME/status/869912664620892160,-14400
Wed May 31 13:45:12 +0000 2017,2017-05-31 13:45:12,195,0,The New York Times,246,nytimes,"""The blast was so huge that it dug a big crater as deep as four meters,"" or 13 feet, Kabul's police chief said… https://t.co/gqimSyfwVm",869912648535732224,https://twitter.com/nytimes/status/869912648535732224,-14400
Wed May 31 13:45:10 +0000 2017,2017-05-31 13:45:10,58,0,Al Jazeera English,45,AJEnglish,What is triggering hate crimes in the US? https://t.co/y09tAwA7ko https://t.co/6gg4fw3btP,869912642714046464,https://twitter.com/AJEnglish/status/869912642714046464,3600
Wed May 31 13:45:07 +0000 2017,2017-05-31 13:45:07,52,0,Wall Street Journal,57,WSJ,Can North Korea survive without China’s support? https://t.co/DibxUGai4H,869912628939849728,https://twitter.com/WSJ/status/869912628939849728,-14400
Wed May 31 13:45:05 +0000 2017,2017-05-31 13:45:05,34,0,CNET,15,CNET,Will Linux make the new Toyota Camry a better car? https://t.co/tfvcXwcn0W https://t.co/08BalcqsBY,869912621163708418,https://twitter.com/CNET/status/869912621163708418,-25200
Wed May 31 13:45:03 +0000 2017,2017-05-31 13:45:03,17,0,The Sun,5,TheSun,A giant octopus makes a bid for freedom after escaping his tank just like Hank from Finding Dory 🐙… https://t.co/oI8QSt4tZ5,869912612116582400,https://twitter.com/TheSun/status/869912612116582400,3600
Wed May 31 13:45:01 +0000 2017,2017-05-31 13:45:01,18,0,The Independent,36,Independent,People investigating conditions at Chinese factory linked to Ivanka Trump are going missing https://t.co/IGxrNJwCQv,869912601848946688,https://twitter.com/Independent/status/869912601848946688,3600
Wed May 31 13:45:01 +0000 2017,2017-05-31 13:45:01,25,0,The Telegraph,18,Telegraph,"China detains activist who investigated Ivanka Trump shoe factory
https://t.co/ED6MU8U3eF",869912601592905728,https://twitter.com/Telegraph/status/869912601592905728,3600
Wed May 31 13:44:38 +0000 2017,2017-05-31 13:44:38,53,0,The Guardian,39,guardian,Public luxury for all or private luxury for some: this is the choice we face | George Monbiot https://t.co/Ibgw4teuiP,869912504851476480,https://twitter.com/guardian/status/869912504851476480,3600
Wed May 31 13:43:26 +0000 2017,2017-05-31 13:43:26,0,1,The Independent,8,Independent,RT @IndyMusic: The anti-Theresa May lyrics the BBC won't play https://t.co/TvxvhQtw2n https://t.co/SqBU4Vxnmu,869912204082110464,https://twitter.com/Independent/status/869912204082110464,3600
Wed May 31 13:42:53 +0000 2017,2017-05-31 13:42:53,104,0,Washington Post,75,washingtonpost,Analysis: Was Rep. Darrell Issa really hiding from constituents on a rooftop? Depends on whom you ask. https://t.co/yWv82ZEJZl,869912068211781632,https://twitter.com/washingtonpost/status/869912068211781632,-14400
Wed May 31 13:42:42 +0000 2017,2017-05-31 13:42:42,15,0,Bloomberg,15,business,What gets stolen from restaurants? Everything https://t.co/so4Hp7J3Gs https://t.co/XX8nsGhd8v,869912019486609408,https://twitter.com/business/status/869912019486609408,-14400
Wed May 31 13:42:09 +0000 2017,2017-05-31 13:42:09,12,0,The Guardian,7,guardian,Noel Edmonds starts countdown clock for Lloyds compensation https://t.co/Z43Yk9xhn3,869911882576142336,https://twitter.com/guardian/status/869911882576142336,3600
Wed May 31 13:42:03 +0000 2017,2017-05-31 13:42:03,9,0,Sky News,11,SkyNews,"#Vote2017: Trade deal will not meet #Brexit deadline, business leaders tell @AdamParsons1. Watch his special report: https://t.co/Yk1ykP26Bt",869911855548035072,https://twitter.com/SkyNews/status/869911855548035072,3600
Wed May 31 13:42:02 +0000 2017,2017-05-31 13:42:02,4,0,The Sun,0,TheSun,#BGT's David Geaney revealed he turned down Riverdance twice – so he could finish his degree https://t.co/YBXTwyuIRA https://t.co/lyT06YkE5Q,869911851932540930,https://twitter.com/TheSun/status/869911851932540930,3600
Wed May 31 13:42:00 +0000 2017,2017-05-31 13:42:00,5,0,The Independent,2,Independent,"A Book of American Martyrs by Joyce Carol Oates, book review: https://t.co/1wi8KRLhEE",869911845267578880,https://twitter.com/Independent/status/869911845267578880,3600
Wed May 31 13:41:21 +0000 2017,2017-05-31 13:41:21,2,0,The Independent,3,Independent,"If you have any of these symptoms, seek medical attention immediately https://t.co/bJaLlkSxUz",869911682075774977,https://twitter.com/Independent/status/869911682075774977,3600
Wed May 31 13:41:00 +0000 2017,2017-05-31 13:41:00,9,0,The Guardian,8,guardian,Ademola Lookman secures England place in U-20 World Cup quarter-final https://t.co/03MY6pQi7p via @guardian_sport,869911594393886721,https://twitter.com/guardian/status/869911594393886721,3600
Wed May 31 13:39:55 +0000 2017,2017-05-31 13:39:55,0,0,MSN UK,0,msnuk,Size 12 woman calls on H&amp;M to sort ‘sort out their sizing' after squeezing into a size 16 dress… https://t.co/3fn3OwcYBF,869911319805272064,https://twitter.com/msnuk/status/869911319805272064,3600
Wed May 31 13:39:14 +0000 2017,2017-05-31 13:39:14,32,0,The Guardian,54,guardian,Tory candidate's blogposts on rape 'absolutely shocking' https://t.co/RZvW1xOFfC,869911148711301121,https://twitter.com/guardian/status/869911148711301121,3600
Wed May 31 13:38:50 +0000 2017,2017-05-31 13:38:50,8,0,Bloomberg,5,business,A potential deluge of bond sales for California schools may be more like a trickle https://t.co/qiFWzKi4vj https://t.co/hNXId2m8CQ,869911046999359488,https://twitter.com/business/status/869911046999359488,-14400
Wed May 31 13:38:47 +0000 2017,2017-05-31 13:38:47,23,0,The Independent,32,Independent,Theresa May refuses to say if she will resign if she loses seats https://t.co/KV46t57lsQ,869911034676596737,https://twitter.com/Independent/status/869911034676596737,3600
Wed May 31 13:38:22 +0000 2017,2017-05-31 13:38:22,150,0,The Guardian,136,guardian,"‘She’s a liar, liar’: anti-Theresa May song heads to top of charts https://t.co/DmX9Ppx61K",869910929298804736,https://twitter.com/guardian/status/869910929298804736,3600
Wed May 31 13:38:01 +0000 2017,2017-05-31 13:38:01,2,0,The Independent,1,Independent,Living with the Renault Scenic https://t.co/mhDMYDd9wS,869910840039919617,https://twitter.com/Independent/status/869910840039919617,3600
Wed May 31 13:38:01 +0000 2017,2017-05-31 13:38:01,26,0,CNET,11,CNET,ReMarkable's lag-free e-ink sketchbook feels pretty nice https://t.co/RtRFDnMyrc #tablets https://t.co/cHwEVFh9Eb,869910842090954752,https://twitter.com/CNET/status/869910842090954752,-25200
Wed May 31 13:37:46 +0000 2017,2017-05-31 13:37:46,25,0,The Guardian,28,guardian,YouGov's poll predicting a hung parliament is certainly brave https://t.co/vYiz4l0eiV,869910778522071040,https://twitter.com/guardian/status/869910778522071040,3600
Wed May 31 13:36:49 +0000 2017,2017-05-31 13:36:49,2,0,The Sun,3,TheSun,Lord Lucan’s widow has claimed the aristocrat would “beat her with a cane” before they had sex… https://t.co/9qo4m8AsUG,869910540075839488,https://twitter.com/TheSun/status/869910540075839488,3600
Wed May 31 13:35:07 +0000 2017,2017-05-31 13:35:07,15,0,Bloomberg,9,business,.@megynkelly's debut on @NBCNews will include Vladimir Putin https://t.co/uwUKofDxxA https://t.co/mXW9ea1DQt,869910113485803522,https://twitter.com/business/status/869910113485803522,-14400
Wed May 31 13:35:07 +0000 2017,2017-05-31 13:35:07,23,0,Los Angeles Times,79,latimes,"LAPD searching for missing 13-year-old last seen in Boyle Heights. She's 5'1"" and her shirt says ""Utah"" on the fron… https://t.co/qNeUgcpv6e",869910113171189762,https://twitter.com/latimes/status/869910113171189762,-25200
Wed May 31 13:35:03 +0000 2017,2017-05-31 13:35:03,80,0,TIME,36,TIME,Congress has issued a bunch of subpoenas lately. Here's what you need to know about them https://t.co/u98U2mzUUT,869910095160897537,https://twitter.com/TIME/status/869910095160897537,-14400
Wed May 31 13:35:00 +0000 2017,2017-05-31 13:35:00,20,0,The Independent,3,Independent,"To help this guy remember how he got home, these police officers took an epic selfie https://t.co/tZdS6cfCUI",869910084683542528,https://twitter.com/Independent/status/869910084683542528,3600
Wed May 31 13:34:38 +0000 2017,2017-05-31 13:34:38,133,0,The Associated Press,306,AP,AP VIDEO: At least 80 people killed and as many as 350 wounded in massive suicide truck bombing in Afghanistan. https://t.co/ZgZartXJzk,869909990458392576,https://twitter.com/AP/status/869909990458392576,-14400
Wed May 31 13:34:27 +0000 2017,2017-05-31 13:34:27,76,0,The Independent,32,Independent,"Jeremy Corbyn on course to destory Theresa May's majority, poll shows https://t.co/bTFGcj3c6t",869909945503940608,https://twitter.com/Independent/status/869909945503940608,3600
Wed May 31 13:34:09 +0000 2017,2017-05-31 13:34:09,15,0,The Independent,10,Independent,Minister admits UK 'could have done more' to prevent chaos in Libya https://t.co/Dz0cmQUzHd,869909870220369920,https://twitter.com/Independent/status/869909870220369920,3600
Wed May 31 13:33:53 +0000 2017,2017-05-31 13:33:53,676,0,CNN,1016,CNN,"Video shows smoke rising over Kabul after suicide bomb hit the city's diplomatic quarter, killing at least 80 peopl… https://t.co/lwcloPByjP",869909802759139328,https://twitter.com/CNN/status/869909802759139328,-14400
Wed May 31 13:33:50 +0000 2017,2017-05-31 13:33:50,39,0,The Guardian,26,guardian,Roma’s Antonio Rüdiger: ‘There is too much racism in Serie A. We must act’ https://t.co/3aetB4Yww6 via @guardian_sport,869909790134284288,https://twitter.com/guardian/status/869909790134284288,3600
Wed May 31 13:33:46 +0000 2017,2017-05-31 13:33:46,40,0,The Guardian,62,guardian,'Legitimized in their hatred': a weekend of violence in Trump's America https://t.co/UKpPE9o9Oc,869909771008315392,https://twitter.com/guardian/status/869909771008315392,3600
Wed May 31 13:33:46 +0000 2017,2017-05-31 13:33:46,36,0,The Guardian,29,guardian,"When all parties want ‘an economy that works’, you know neoliberalism is kaput | Tim Jackson https://t.co/IHTOJkVSWN",869909770970574848,https://twitter.com/guardian/status/869909770970574848,3600
Wed May 31 13:33:03 +0000 2017,2017-05-31 13:33:03,304,0,The New York Times,62,nytimes,"Megyn Kelly on Trump: ""It's just nice to not be at the pointy point of the spear for every news story he generated"" https://t.co/xfWsl3vSvv",869909593647980545,https://twitter.com/nytimes/status/869909593647980545,-14400
Wed May 31 13:32:54 +0000 2017,2017-05-31 13:32:54,55,0,The Guardian,28,guardian,Forget Corbyn’s Woman’s Hour blunder. He’s the man for us women | Lola Okolosie https://t.co/fAYsiqWltm,869909553818873856,https://twitter.com/guardian/status/869909553818873856,3600
Wed May 31 13:32:26 +0000 2017,2017-05-31 13:32:26,1,0,SFGate,3,SFGate,"Bombing in diplomatic area of Kabul kills 80, wounds scores https://t.co/qP3ORwjsdd https://t.co/RnBD3P6LIv",869909437699416065,https://twitter.com/SFGate/status/869909437699416065,-25200
Wed May 31 13:32:16 +0000 2017,2017-05-31 13:32:16,4,0,SFGate,1,SFGate,Most popular Happy Meal the year you were born https://t.co/wPOHGUXIcE https://t.co/cKfvqbfaQH,869909393210351616,https://twitter.com/SFGate/status/869909393210351616,-25200
Wed May 31 13:32:12 +0000 2017,2017-05-31 13:32:12,2,0,SFGate,1,SFGate,Taylor: Oakland trashed by garbage https://t.co/fh58XjV4Ox https://t.co/bV6EsH6Kei,869909377565704192,https://twitter.com/SFGate/status/869909377565704192,-25200
Wed May 31 13:32:01 +0000 2017,2017-05-31 13:32:01,0,0,The Sun,0,TheSun,Can you spit the hidden Ys? Welcome to this afternoon's headache... https://t.co/YDs9LavRab https://t.co/HL2erOu8QS,869909331986317312,https://twitter.com/TheSun/status/869909331986317312,3600
Wed May 31 13:31:22 +0000 2017,2017-05-31 13:31:22,82,0,Washington Post,76,washingtonpost,"Portland, often seen as a progressive playground, now deals with murderous hate https://t.co/0SsL5p87h9",869909167649300480,https://twitter.com/washingtonpost/status/869909167649300480,-14400
Wed May 31 13:31:14 +0000 2017,2017-05-31 13:31:14,27,0,Bloomberg,32,business,"Bitcoin, stocks and the fear of missing out https://t.co/VGjPPvZ6Tw via @BV https://t.co/kWrzZLZAEk",869909135906799616,https://twitter.com/business/status/869909135906799616,-14400
Wed May 31 13:31:00 +0000 2017,2017-05-31 13:31:00,3,0,The Independent,2,Independent,These are the UK retail banks with the worst reputation https://t.co/KpdEA7FZ5H,869909077307961344,https://twitter.com/Independent/status/869909077307961344,3600
Wed May 31 13:30:38 +0000 2017,2017-05-31 13:30:38,0,1,The Independent,5,Independent,RT @IndyFootball: Everton on the verge of signing Cuco Martina from Southampton | @JackPittBrooke https://t.co/g6qn3yXgEf,869908985503240194,https://twitter.com/Independent/status/869908985503240194,3600
Wed May 31 13:30:34 +0000 2017,2017-05-31 13:30:34,0,1,The Independent,5,Independent,"RT @TheIndyFilm: Robert Pattinson talks Cannes standout Good Time, Twilight and ugly roles https://t.co/jPsqdiLD7a https://t.co/Wl5p97dTgV",869908968772165632,https://twitter.com/Independent/status/869908968772165632,3600
Wed May 31 13:30:15 +0000 2017,2017-05-31 13:30:15,200,0,TIME,70,TIME,Merriam-Webster couldn’t even deal with President Trump’s ‘covfefe’ tweet https://t.co/ThWFMUYe9r,869908885506805760,https://twitter.com/TIME/status/869908885506805760,-14400
Wed May 31 13:30:02 +0000 2017,2017-05-31 13:30:02,8,0,The Times of London,7,thetimes,Supporters of Jeremy Corbyn levelled antisemitic abuse at a BBC presenter yesterday https://t.co/RyPQFyOWxr https://t.co/rnPrJaeCcN,869908831236743169,https://twitter.com/thetimes/status/869908831236743169,3600
Wed May 31 13:30:01 +0000 2017,2017-05-31 13:30:01,31,0,The Telegraph,26,Telegraph,"Five reasons why a Corbyn-led government could hurt the economy #premium
https://t.co/Pe5jvAktJN https://t.co/LeGL0gSNQF",869908827084386305,https://twitter.com/Telegraph/status/869908827084386305,3600
Wed May 31 13:30:00 +0000 2017,2017-05-31 13:30:00,54,0,The Guardian,25,guardian,Posthumous wedding for gay policeman killed in ​Champs-Élysées attack https://t.co/OcYGWrap2b,869908823552790528,https://twitter.com/guardian/status/869908823552790528,3600
Wed May 31 13:29:05 +0000 2017,2017-05-31 13:29:05,33,0,Wall Street Journal,28,WSJ,"China’s yuan surges offshore, with an apparent boost from Beijing https://t.co/7fOqHIJ2eX",869908591972687872,https://twitter.com/WSJ/status/869908591972687872,-14400
