created_at,created_at_stamp,favorite_count,is_retweet,name,retweet_count,screen_name,text,tweet_id,tweet_url,utc_offset
Wed May 31 00:22:01 +0000 2017,2017-05-31 00:22:01,5,0,The Sun,5,TheSun,Skittles and Starburst are getting a new makeover 😱 https://t.co/CDdXY5k14q https://t.co/4G2R6YceSB,869710520726802434,https://twitter.com/TheSun/status/869710520726802434,3600
Wed May 31 00:21:56 +0000 2017,2017-05-31 00:21:56,2,0,news.com.au,2,newscomauHQ,‘Great paradox and conflict’ facing F1 https://t.co/AC6xzy1i4H,869710501760180224,https://twitter.com/newscomauHQ/status/869710501760180224,36000
Wed May 31 00:21:14 +0000 2017,2017-05-31 00:21:14,12,0,Sky News,13,SkyNews,Man held after bodies of woman and two children found in Toxteth https://t.co/O3iQeKhcDD,869710322785013764,https://twitter.com/SkyNews/status/869710322785013764,3600
Wed May 31 00:21:14 +0000 2017,2017-05-31 00:21:14,37,0,Sky News,29,SkyNews,Olivia Newton-John confirms breast cancer has returned https://t.co/O1js1RlOzV,869710322659143680,https://twitter.com/SkyNews/status/869710322659143680,3600
Wed May 31 00:21:00 +0000 2017,2017-05-31 00:21:00,14,0,The Independent,5,Independent,Tributes paid to keeper killed by tiger who was 'shining light' of zoo https://t.co/W9YppPNchX,869710265985622020,https://twitter.com/Independent/status/869710265985622020,3600
Wed May 31 00:20:16 +0000 2017,2017-05-31 00:20:16,6,0,SFGate,1,SFGate,From Instagram: More cloud action over the Bay Area today. Have any shots? Tag us @sfgate #cloudporn #clouds #baya…… https://t.co/vDeLxDotf9,869710083038601219,https://twitter.com/SFGate/status/869710083038601219,-25200
Wed May 31 00:20:08 +0000 2017,2017-05-31 00:20:08,10,0,USA TODAY,13,USATODAY,Expanding such a ban to include Europe raises both safety and productivity concerns. https://t.co/O5D8qRWNDn,869710048762658816,https://twitter.com/USATODAY/status/869710048762658816,-14400
Wed May 31 00:20:07 +0000 2017,2017-05-31 00:20:07,15,0,Los Angeles Times,22,latimes,"WGN America cancels ""Underground,"" but will it really be the end? https://t.co/z53288F6TX https://t.co/bYDaER4mcQ",869710044681654272,https://twitter.com/latimes/status/869710044681654272,-25200
Wed May 31 00:20:06 +0000 2017,2017-05-31 00:20:06,99,0,TIME,42,TIME,The 6 most mysterious unsolved murders of all time https://t.co/NKtHjFyLgo,869710038935506948,https://twitter.com/TIME/status/869710038935506948,-14400
Wed May 31 00:20:04 +0000 2017,2017-05-31 00:20:04,120,0,Wall Street Journal,69,WSJ,Mike Flynn to turn over business records to Senate Intelligence Committee https://t.co/RlhOwJszC9,869710032270741504,https://twitter.com/WSJ/status/869710032270741504,-14400
Wed May 31 00:20:03 +0000 2017,2017-05-31 00:20:03,98,0,The Associated Press,112,AP,US-led coalition sends weapons to anti-IS group forces in Syria - but some worry about where they will end up. https://t.co/6NmajRVGLg,869710028009295873,https://twitter.com/AP/status/869710028009295873,-14400
Wed May 31 00:19:32 +0000 2017,2017-05-31 00:19:32,0,1,Wall Street Journal,39,WSJ,"RT @WSJPolitics: Flynn Intel Group was paid $530,000 to make film to help Turkey’s image after failed coup https://t.co/tO9AFBj5QX",869709897562296321,https://twitter.com/WSJ/status/869709897562296321,-14400
Wed May 31 00:18:56 +0000 2017,2017-05-31 00:18:56,12,0,The Guardian,17,guardian,Doctor rebuked over 'spiritual healing' group touting 'esoteric breast massage' https://t.co/Fh5jVmekrL,869709745418100737,https://twitter.com/guardian/status/869709745418100737,3600
Wed May 31 00:18:52 +0000 2017,2017-05-31 00:18:52,0,1,USA TODAY,9,USATODAY,"RT @usatodayvideo: #Murders are down in #Chicago, but police say it's not a 'victory' https://t.co/aLsBqajjlc https://t.co/tUbyiRmUEE",869709730511564801,https://twitter.com/USATODAY/status/869709730511564801,-14400
Wed May 31 00:17:59 +0000 2017,2017-05-31 00:17:59,437,0,The Guardian,210,guardian,Nordic prime ministers troll Trump's viral orb photograph https://t.co/Q2lJEiSxWB,869709507970170880,https://twitter.com/guardian/status/869709507970170880,3600
Wed May 31 00:16:49 +0000 2017,2017-05-31 00:16:49,59,0,Bloomberg,30,business,Volvo's station wagon is about to make a modern comeback https://t.co/xljWscN7tP https://t.co/0IW4DWjjTd,869709215232921600,https://twitter.com/business/status/869709215232921600,-14400
Wed May 31 00:16:41 +0000 2017,2017-05-31 00:16:41,5,0,news.com.au,4,newscomauHQ,Celebs slam comedian’s gruesome anti-Trump stunt https://t.co/Nei7CNol2j,869709179707109381,https://twitter.com/newscomauHQ/status/869709179707109381,36000
Wed May 31 00:16:08 +0000 2017,2017-05-31 00:16:08,24,0,The Independent,25,Independent,German police 'foil suicide bombing plot' by teenage asylum seeker in Berlin https://t.co/ETVmzq5d8s,869709040603017218,https://twitter.com/Independent/status/869709040603017218,3600
Wed May 31 00:16:03 +0000 2017,2017-05-31 00:16:03,318,0,The New York Times,173,nytimes,4 senators to watch in the Trump-Russia investigation https://t.co/h26AcOzRGi,869709018759081984,https://twitter.com/nytimes/status/869709018759081984,-14400
Wed May 31 00:16:01 +0000 2017,2017-05-31 00:16:01,176,0,CNN,104,CNN,"President Trump's paid family leave proposals sound good but could hurt women, this @CNNOpinion contributor argues… https://t.co/fUIFtB2eMk",869709012639592448,https://twitter.com/CNN/status/869709012639592448,-14400
Wed May 31 00:14:39 +0000 2017,2017-05-31 00:14:39,132,0,TIME,54,TIME,Kathy Griffin apologizes for photo of severed Trump head https://t.co/ThmKu9Jvn5,869708668878688260,https://twitter.com/TIME/status/869708668878688260,-14400
Wed May 31 00:14:12 +0000 2017,2017-05-31 00:14:12,12,0,Bloomberg,9,business,Japan’s industrial output rebounds as overseas demand supports economic recovery https://t.co/T0aZRolMiq https://t.co/9jEao1vA9N,869708554013474817,https://twitter.com/business/status/869708554013474817,-14400
Wed May 31 00:12:01 +0000 2017,2017-05-31 00:12:01,3,0,The Sun,6,TheSun,"American girl, 11, 'forced to marry her rapist after falling pregnant aged just 10' https://t.co/bSd2E3Iipj https://t.co/bAPQpdljBf",869708003813019649,https://twitter.com/TheSun/status/869708003813019649,3600
Wed May 31 00:11:56 +0000 2017,2017-05-31 00:11:56,24,0,Bloomberg,15,business,The business of litigation finance is booming https://t.co/lyIOh6pZlb https://t.co/SPFd02yWRq,869707982967275520,https://twitter.com/business/status/869707982967275520,-14400
Wed May 31 00:11:55 +0000 2017,2017-05-31 00:11:55,3,0,Businessweek,4,BW,How Trump could set tariffs in the name of national security https://t.co/O7ZhQDQ6fi https://t.co/cv07KKV2Gw,869707981499363328,https://twitter.com/BW/status/869707981499363328,-14400
Wed May 31 00:11:50 +0000 2017,2017-05-31 00:11:50,35,0,The Guardian,47,guardian,Portland man accused of fatal train stabbing has outburst in court https://t.co/hlY7pjXzxM,869707957159829504,https://twitter.com/guardian/status/869707957159829504,3600
Wed May 31 00:11:00 +0000 2017,2017-05-31 00:11:00,129,0,CNN,60,CNN,Why President Trump is attacking Germany over trade https://t.co/QJgLEDGcA6 https://t.co/jPyORn7SBj,869707751068499969,https://twitter.com/CNN/status/869707751068499969,-14400
Wed May 31 00:10:05 +0000 2017,2017-05-31 00:10:05,20,0,USA TODAY,5,USATODAY,Both Harper and Strickland have decided to appeal and will remain eligible to play until the process is complete. https://t.co/DVPgZlyGAy,869707519823925248,https://twitter.com/USATODAY/status/869707519823925248,-14400
Wed May 31 00:10:04 +0000 2017,2017-05-31 00:10:04,38,0,Wall Street Journal,42,WSJ,Venezuelan bonds rose Tuesday as investors bet the government could raise more capital through private deals https://t.co/ax3YQd4nIn,869707514610413568,https://twitter.com/WSJ/status/869707514610413568,-14400
Wed May 31 00:10:04 +0000 2017,2017-05-31 00:10:04,227,0,ABC News,175,ABC,Portuguese Air Force rescues 34 Moroccan migrants from the sea after a boat carrying them burst into flames.… https://t.co/TXeEbrWaPe,869707514043965441,https://twitter.com/ABC/status/869707514043965441,-14400
Wed May 31 00:10:01 +0000 2017,2017-05-31 00:10:01,130,0,TIME,45,TIME,Police save the day when no one comes to this 8-year-old's birthday party https://t.co/GiREPs5CZr,869707502224584704,https://twitter.com/TIME/status/869707502224584704,-14400
Wed May 31 00:09:20 +0000 2017,2017-05-31 00:09:20,11,0,The Guardian,17,guardian,Man in Liverpool arrested on suspicion of murdering woman and two children https://t.co/GtkXhyP9rx,869707327993237504,https://twitter.com/guardian/status/869707327993237504,3600
Wed May 31 00:09:06 +0000 2017,2017-05-31 00:09:06,49,0,The Boston Globe,26,BostonGlobe,"Robert De Niro told Brown graduates that in movie terms, the country has turned into ""a tragic [dumb] comedy.""… https://t.co/ufOVBHAuPU",869707272653606912,https://twitter.com/BostonGlobe/status/869707272653606912,-14400
Wed May 31 00:08:30 +0000 2017,2017-05-31 00:08:30,69,0,BBC News (UK),62,BBCNews,Sterling dips after poll suggests hung parliament https://t.co/tVek4LT3Xo,869707118231920641,https://twitter.com/BBCNews/status/869707118231920641,3600
Wed May 31 00:08:06 +0000 2017,2017-05-31 00:08:06,2187,0,Washington Post,849,washingtonpost,"Mother of Portland stabbing victim to Trump: ""In the face of hate he did not hesitate to act with love"" https://t.co/VL1Mf7Serp",869707017774133248,https://twitter.com/washingtonpost/status/869707017774133248,-14400
Wed May 31 00:07:11 +0000 2017,2017-05-31 00:07:11,16,0,Bloomberg,14,business,Investors are going all-in on tech giants https://t.co/AhKiVDmo0D https://t.co/fv9jpGwUJh,869706788886781952,https://twitter.com/business/status/869706788886781952,-14400
Wed May 31 00:07:03 +0000 2017,2017-05-31 00:07:03,4,0,news.com.au,2,newscomauHQ,‘I kick you again’: 9 reporter takes a battering https://t.co/TWQL1fSIUn,869706756347359232,https://twitter.com/newscomauHQ/status/869706756347359232,36000
Wed May 31 00:07:00 +0000 2017,2017-05-31 00:07:00,22,0,The Independent,39,Independent,Minister admits UK 'could have done more' to prevent chaos and rise of Isis in Libya https://t.co/elOsT0ESN2,869706743420338176,https://twitter.com/Independent/status/869706743420338176,3600
Wed May 31 00:06:01 +0000 2017,2017-05-31 00:06:01,133,0,CNN,63,CNN,"Android founder Andy Rubin unveils $699 ""Essential"" smartphone https://t.co/ZKYZu6Y4kr https://t.co/W7raSXGsyk",869706494245298176,https://twitter.com/CNN/status/869706494245298176,-14400
Wed May 31 00:05:18 +0000 2017,2017-05-31 00:05:18,0,1,The Associated Press,22,AP,RT @APEastRegion: Take Amtrak between New York and Washington? Here's how this summer's Penn Station work will affect your commute https://…,869706316213878784,https://twitter.com/AP/status/869706316213878784,-14400
Wed May 31 00:05:05 +0000 2017,2017-05-31 00:05:05,16,0,Los Angeles Times,8,latimes,"Trump tweets: More about Russia and ""Fake News"" https://t.co/Js7iWRvGLg https://t.co/0y2h9sCKD9",869706261247512576,https://twitter.com/latimes/status/869706261247512576,-25200
Wed May 31 00:04:34 +0000 2017,2017-05-31 00:04:34,3,0,The Independent,10,Independent,Man arrested after woman and two children found killed in Toxteth flat https://t.co/t0KwHma7EJ,869706132172009473,https://twitter.com/Independent/status/869706132172009473,3600
Wed May 31 00:04:02 +0000 2017,2017-05-31 00:04:02,13,0,The Guardian,14,guardian,Man in Liverpool arrested on suspicion of murdering woman and two children https://t.co/ao9jODCj2B,869705997358682113,https://twitter.com/guardian/status/869705997358682113,3600
Wed May 31 00:02:31 +0000 2017,2017-05-31 00:02:31,12,0,Businessweek,5,BW,When the patient is a gold mine: the trouble with rare-disease drugs https://t.co/wfj7VtjILJ https://t.co/nkJF3zd4jI,869705615177916416,https://twitter.com/BW/status/869705615177916416,-14400
Wed May 31 00:02:25 +0000 2017,2017-05-31 00:02:25,28,0,Bloomberg,18,business,Forget the gym. You should take Walt Whitman's exercise advice instead https://t.co/yWN7P1TaZ9 https://t.co/8YXe4HEFNm,869705588653125633,https://twitter.com/business/status/869705588653125633,-14400
Wed May 31 00:02:20 +0000 2017,2017-05-31 00:02:20,3,0,news.com.au,3,newscomauHQ,Internet freaks out over Jamie Foxx’s real name https://t.co/IXZT98NUrc,869705567757115393,https://twitter.com/newscomauHQ/status/869705567757115393,36000
Wed May 31 00:02:03 +0000 2017,2017-05-31 00:02:03,7,0,The Boston Globe,10,BostonGlobe,Michael Flynn will give some documents to the Senate intel committee as part of its probe into Russian meddling.… https://t.co/4jcfXkJ6Y9,869705498701987840,https://twitter.com/BostonGlobe/status/869705498701987840,-14400
Wed May 31 00:02:01 +0000 2017,2017-05-31 00:02:01,5,0,The Sun,10,TheSun,Mystery as weird flashing lights are spotted inside the White House 😳 https://t.co/okHUKFN2fZ https://t.co/FkCcTr72AJ,869705487918477312,https://twitter.com/TheSun/status/869705487918477312,3600
Wed May 31 00:01:09 +0000 2017,2017-05-31 00:01:09,156,0,The New York Times,75,nytimes,"""Just a mundane story,"" an Australian fisherman said of the 440-pound great white shark that jumped into his boat https://t.co/7G33j3vVnV",869705269596618752,https://twitter.com/nytimes/status/869705269596618752,-14400
Wed May 31 00:01:01 +0000 2017,2017-05-31 00:01:01,125,0,CNN,58,CNN,Russia's first large airliner since the fall of the Soviet Union made its maiden flight this weekend… https://t.co/p4znetWnEE,869705235454971904,https://twitter.com/CNN/status/869705235454971904,-14400
Wed May 31 00:01:01 +0000 2017,2017-05-31 00:01:01,27,0,CNET,15,CNET,"This IBM retiree built a cord-cutter's paradise on the cheap. He showed us his --
 you can still show us yours… https://t.co/krm1jduXP0",869705237577289730,https://twitter.com/CNET/status/869705237577289730,-25200
Wed May 31 00:00:25 +0000 2017,2017-05-31 00:00:25,181,0,Al Jazeera English,152,AJEnglish,Can maggots help fight food waste? https://t.co/5N3VEKgkBz,869705084548124672,https://twitter.com/AJEnglish/status/869705084548124672,3600
Wed May 31 00:00:20 +0000 2017,2017-05-31 00:00:20,41,0,USA TODAY,18,USATODAY,Bill O’Reilly’s next 'Killing' book is going back to 1776. https://t.co/62VCUD0kcb,869705067062059008,https://twitter.com/USATODAY/status/869705067062059008,-14400
Wed May 31 00:00:17 +0000 2017,2017-05-31 00:00:17,62,0,TIME,17,TIME,"""How impostor syndrome is my career superpower"" https://t.co/wrSGPicVvp",869705054290399233,https://twitter.com/TIME/status/869705054290399233,-14400
Wed May 31 00:00:03 +0000 2017,2017-05-31 00:00:03,0,0,MSN UK,1,msnuk,Judge mugged at bottle-point by thief who wanted a kiss https://t.co/DpydU9R7cs https://t.co/7slSbtqCcS,869704995083493376,https://twitter.com/msnuk/status/869704995083493376,3600
Wed May 31 00:00:03 +0000 2017,2017-05-31 00:00:03,81,0,Wall Street Journal,32,WSJ,"If we have to work weekends, can we at least get the bar cart back? @jasongay has some office-rollback requests: https://t.co/vpbZayJfGv",869704994454372354,https://twitter.com/WSJ/status/869704994454372354,-14400
Wed May 31 00:00:03 +0000 2017,2017-05-31 00:00:03,126,0,Washington Post,79,washingtonpost,"After slayings, Portland weighs how to protect the free exchange of ideas while facing real threats of violence https://t.co/K2jqZMKJ3I",869704993451978756,https://twitter.com/washingtonpost/status/869704993451978756,-14400
Tue May 30 23:57:49 +0000 2017,2017-05-30 23:57:49,14,0,Bloomberg,7,business,The zloty is off to the 2nd-biggest surge against the euro among developing nations in 2017 https://t.co/gfKNF7u3LK https://t.co/Gez1pbkIPQ,869704430970654721,https://twitter.com/business/status/869704430970654721,-14400
Tue May 30 23:57:44 +0000 2017,2017-05-30 23:57:44,1,0,news.com.au,2,newscomauHQ,Bans dished out over insane MLB brawl https://t.co/94JWOHCbcO,869704408640180230,https://twitter.com/newscomauHQ/status/869704408640180230,36000
Tue May 30 23:57:09 +0000 2017,2017-05-30 23:57:09,0,0,SFGate,0,SFGate,Warriors’ Mike Brown prepares to coach against former team https://t.co/BpfuEAfHgp https://t.co/ISgqnQma0g,869704262229475329,https://twitter.com/SFGate/status/869704262229475329,-25200
Tue May 30 23:56:01 +0000 2017,2017-05-30 23:56:01,113,0,CNN,51,CNN,"Amazon shares hit a new record high above $1,000 before pulling back a bit https://t.co/cyQDsDgr8A https://t.co/VMnE5TSOhy",869703979894267904,https://twitter.com/CNN/status/869703979894267904,-14400
Tue May 30 23:53:36 +0000 2017,2017-05-30 23:53:36,69,0,Wall Street Journal,36,WSJ,A group of institutional investors unhappy over high executive pay at Mylan are taking aim at six board members https://t.co/MLuhsYpvXw,869703371321638914,https://twitter.com/WSJ/status/869703371321638914,-14400
Tue May 30 23:53:31 +0000 2017,2017-05-30 23:53:31,16,0,Bloomberg,26,business,"Mocked in Miami, attacked in Madrid... say hello to chavistas’ new expat life https://t.co/QfHukFrr4R https://t.co/7M3kn9ykWW",869703348395618304,https://twitter.com/business/status/869703348395618304,-14400
Tue May 30 23:53:08 +0000 2017,2017-05-30 23:53:08,1704,0,ABC News,985,ABC,Comedian Kathy Griffin appears to have caught the attention of the U.S. Secret Service. https://t.co/RIMZY7NZk1 https://t.co/XaAV7EucQ0,869703255055642625,https://twitter.com/ABC/status/869703255055642625,-14400
Tue May 30 23:52:01 +0000 2017,2017-05-30 23:52:01,3,0,The Sun,0,TheSun,Will Young reveals the real reason he quit #Strictly https://t.co/0PWk2gOvMk https://t.co/NVvY75JBMR,869702972137242624,https://twitter.com/TheSun/status/869702972137242624,3600
Tue May 30 23:50:57 +0000 2017,2017-05-30 23:50:57,359,0,CNN,198,CNN,"Michael Flynn will provide documents to Senate Intelligence Committee and submit first batch by June 6, source says… https://t.co/fSEjH47zhp",869702703286538240,https://twitter.com/CNN/status/869702703286538240,-14400
Tue May 30 23:50:22 +0000 2017,2017-05-30 23:50:22,13,0,The Independent,17,Independent,"Donald Trump 'considering White House shake-up' after communications director resigns
 https://t.co/eT16G7Hcap",869702558213963777,https://twitter.com/Independent/status/869702558213963777,3600
Tue May 30 23:50:08 +0000 2017,2017-05-30 23:50:08,22,0,Wall Street Journal,22,WSJ,Wells Fargo is reinstating three senior executives in Chicago https://t.co/OkN8a72vtR,869702496381435904,https://twitter.com/WSJ/status/869702496381435904,-14400
Tue May 30 23:50:06 +0000 2017,2017-05-30 23:50:06,1020,0,TIME,370,TIME,Robert De Niro says the U.S. has turned into 'a tragic dumbass comedy' https://t.co/E5dHMZlkWp,869702488286535680,https://twitter.com/TIME/status/869702488286535680,-14400
Tue May 30 23:50:05 +0000 2017,2017-05-30 23:50:05,20,0,Los Angeles Times,23,latimes,Olivia Newton-John has a new cancer diagnosis; her June shows are postponed https://t.co/xJAWuKek3h https://t.co/5pTFn0IFYR,869702483505016832,https://twitter.com/latimes/status/869702483505016832,-25200
Tue May 30 23:49:18 +0000 2017,2017-05-30 23:49:18,72,0,Bloomberg,56,business,Ivanka Trump's fashion label heads downmarket since the rich aren't interested https://t.co/xL5SzmhVMx https://t.co/IC5tqTxmvf,869702286842490880,https://twitter.com/business/status/869702286842490880,-14400
Tue May 30 23:49:07 +0000 2017,2017-05-30 23:49:07,4,0,news.com.au,7,newscomauHQ,McDonald’s launches new Big Mac https://t.co/dG54hdN65x,869702242005331968,https://twitter.com/newscomauHQ/status/869702242005331968,36000
Tue May 30 23:48:02 +0000 2017,2017-05-30 23:48:02,150,0,The New York Times,122,nytimes,President Trump is interviewing 2 more candidates for FBI director https://t.co/1YgjBRwrrd,869701969249783812,https://twitter.com/nytimes/status/869701969249783812,-14400
Tue May 30 23:46:06 +0000 2017,2017-05-30 23:46:06,61,0,Washington Post,73,washingtonpost,"In a first, authorities say they found 750,000 ""Captagon"" pills in France https://t.co/mPn5qNqsW3",869701484442779649,https://twitter.com/washingtonpost/status/869701484442779649,-14400
Tue May 30 23:46:01 +0000 2017,2017-05-30 23:46:01,149,0,CNN,142,CNN,Venezuelans are furious with Goldman Sachs for buying bonds that critics say are lifeline for incompetent governmen… https://t.co/jgmPpNYrnf,869701463156678663,https://twitter.com/CNN/status/869701463156678663,-14400
Tue May 30 23:45:11 +0000 2017,2017-05-30 23:45:11,24,0,Bloomberg,32,business,Cars and machinery lead the German trade surplus that Trump hates https://t.co/193YjASZGx https://t.co/o0M3rNSqCX,869701251763777537,https://twitter.com/business/status/869701251763777537,-14400
Tue May 30 23:45:07 +0000 2017,2017-05-30 23:45:07,46,0,USA TODAY,63,USATODAY,He met with federal agents to discuss a path to citizenship. They arrested him instead. https://t.co/xBfnJkGjOo,869701235586330624,https://twitter.com/USATODAY/status/869701235586330624,-14400
Tue May 30 23:45:02 +0000 2017,2017-05-30 23:45:02,0,0,news.com.au,4,newscomauHQ,"Aussie schoolgirl, 12, killed by Islamic State https://t.co/NeYMM7Q8x4",869701214732242944,https://twitter.com/newscomauHQ/status/869701214732242944,36000
Tue May 30 23:44:46 +0000 2017,2017-05-30 23:44:46,0,1,The Associated Press,211,AP,RT @APEastRegion: A New Jersey town blocked an Islamic group from building a mosque. They now owe the group $3.25 million. https://t.co/mjQ…,869701149150130177,https://twitter.com/AP/status/869701149150130177,-14400
Tue May 30 23:43:06 +0000 2017,2017-05-30 23:43:06,15,0,The Boston Globe,5,BostonGlobe,Boston's Kenmore Square could soon get a lot taller. https://t.co/UMkN6o64mS https://t.co/rMgyiSUMgb,869700727802867712,https://twitter.com/BostonGlobe/status/869700727802867712,-14400
Tue May 30 23:43:02 +0000 2017,2017-05-30 23:43:02,12,0,The Times of London,25,thetimes,Read the full story as @YouGov estimate suggests May and the Tories could fall short of an overall majority… https://t.co/quH0ExJ1BG,869700710836965378,https://twitter.com/thetimes/status/869700710836965378,3600
Tue May 30 23:42:08 +0000 2017,2017-05-30 23:42:08,13,0,The Sun,4,TheSun,Schoolgirl caught in #Manchester bombing and couldn’t feel her legs is re-united with the woman who saved her… https://t.co/EvByljxRyK,869700484738711552,https://twitter.com/TheSun/status/869700484738711552,3600
Tue May 30 23:42:04 +0000 2017,2017-05-30 23:42:04,96,0,TIME,79,TIME,Congress has issued a bunch of subpoenas lately. Here's what you need to know about them https://t.co/CBmZuyMwbU,869700466762031104,https://twitter.com/TIME/status/869700466762031104,-14400
Tue May 30 23:42:02 +0000 2017,2017-05-30 23:42:02,91,0,Washington Post,118,washingtonpost,Officials knew about India’s first Zika case for months. But they didn’t tell anybody. https://t.co/ilqJZBeEXL,869700460147507200,https://twitter.com/washingtonpost/status/869700460147507200,-14400
Tue May 30 23:42:00 +0000 2017,2017-05-30 23:42:00,12,0,The Independent,9,Independent,Sean Spicer says Donald Trump's relationship with Angela Merkel is 'fairly unbelievable' https://t.co/yfxnwmBaFG,869700451586818048,https://twitter.com/Independent/status/869700451586818048,3600
Tue May 30 23:41:01 +0000 2017,2017-05-30 23:41:01,616,0,CNN,235,CNN,Lauryn Hill and Nas have announced a joint North American tour to kick off September 7 in Chicago… https://t.co/ksFtM6YQSy,869700204043304961,https://twitter.com/CNN/status/869700204043304961,-14400
Tue May 30 23:40:46 +0000 2017,2017-05-30 23:40:46,93,0,Bloomberg,100,business,The little known story of just how important Blackstone is to the Kushner family company https://t.co/DszfeKxGQZ https://t.co/uX0pjxVRXE,869700142961655809,https://twitter.com/business/status/869700142961655809,-14400
Tue May 30 23:40:41 +0000 2017,2017-05-30 23:40:41,0,0,news.com.au,2,newscomauHQ,5 of the best bass-shaking speakers https://t.co/q0IN69t0qF,869700120039784449,https://twitter.com/newscomauHQ/status/869700120039784449,36000
Tue May 30 23:40:07 +0000 2017,2017-05-30 23:40:07,15,0,USA TODAY,16,USATODAY,Tonight in #TheShortList: Tiger Woods' wake-up call. https://t.co/s5qnKT3fEB,869699975973916673,https://twitter.com/USATODAY/status/869699975973916673,-14400
Tue May 30 23:40:05 +0000 2017,2017-05-30 23:40:05,181,0,TIME,124,TIME,This Kuwaiti anti-terror ad is going viral in the Middle East https://t.co/ENUQItuCSH,869699967014903808,https://twitter.com/TIME/status/869699967014903808,-14400
Tue May 30 23:39:01 +0000 2017,2017-05-30 23:39:01,38,0,Wall Street Journal,32,WSJ,Steven Cohen is planning a comeback with ambitions to raise more money than he ever has before https://t.co/7Mpm2mNfy1,869699701880352768,https://twitter.com/WSJ/status/869699701880352768,-14400
Tue May 30 23:37:45 +0000 2017,2017-05-30 23:37:45,0,1,news.com.au,9,newscomauHQ,"RT @marnieoneill7: #IslamicState release detailed guide to slaughtering victims via #ebay, #Gumtree ads via @JournoLawJ @newscomauHQ https:…",869699382723137537,https://twitter.com/newscomauHQ/status/869699382723137537,36000
Tue May 30 23:37:05 +0000 2017,2017-05-30 23:37:05,596,0,Washington Post,390,washingtonpost,Germans perplexed as Trump escalates feud https://t.co/RcPINtBwSL,869699212321140737,https://twitter.com/washingtonpost/status/869699212321140737,-14400
Tue May 30 23:37:04 +0000 2017,2017-05-30 23:37:04,0,1,The Associated Press,147,AP,RT @APCentralRegion: Federal appeals court affirms that #Wisconsin #transgender student can use boys' bathroom. https://t.co/x8CyPrxo7Z,869699209909460992,https://twitter.com/AP/status/869699209909460992,-14400
Tue May 30 23:36:09 +0000 2017,2017-05-30 23:36:09,22,0,Bloomberg,57,business,Nebraska is the only state that increased coal usage from 2006-2016 https://t.co/XZkslldL1W https://t.co/uNdO1QN0GD,869698977272406017,https://twitter.com/business/status/869698977272406017,-14400
Tue May 30 23:36:03 +0000 2017,2017-05-30 23:36:03,983,0,ABC News,266,ABC,"Jack Nicklaus on Tiger Woods: ""He needs a lot of support from a lot of people, and I'll be one of them.""… https://t.co/OcvhCAe3DS",869698953524019200,https://twitter.com/ABC/status/869698953524019200,-14400
Tue May 30 23:36:03 +0000 2017,2017-05-30 23:36:03,0,0,news.com.au,2,newscomauHQ,Bomber Boost: Daniher set for $2 million payday https://t.co/o8MfrPCR3Q,869698955159928833,https://twitter.com/newscomauHQ/status/869698955159928833,36000
Tue May 30 23:35:05 +0000 2017,2017-05-30 23:35:05,102,0,Los Angeles Times,47,latimes,"Hollywood's summer has flopped so far. Here comes ""Wonder Woman"" to the rescue https://t.co/o47bhnrHCe https://t.co/1dTpPKdQHO",869698711890341888,https://twitter.com/latimes/status/869698711890341888,-25200
Tue May 30 23:34:54 +0000 2017,2017-05-30 23:34:54,0,1,The New York Times,14,nytimes,"RT @NYTMetro: We're chatting live with Eddie Joyce, author of ""Small Mercies,"" and Oscar-nominated actress Amy Ryan. Join in here: https://…",869698664029184001,https://twitter.com/nytimes/status/869698664029184001,-14400
Tue May 30 23:33:27 +0000 2017,2017-05-30 23:33:27,191,0,CNN,61,CNN,"Too much or too little ""charisma"" can be linked to poor leadership outcomes, according to a new study https://t.co/4x3z9iDNSX",869698300622106628,https://twitter.com/CNN/status/869698300622106628,-14400
Tue May 30 23:32:05 +0000 2017,2017-05-30 23:32:05,71,0,The Guardian,75,guardian,"Admit it, Theresa May: ‘no deal’ is not an option in the Brexit talks | Rafael Behr https://t.co/og0E5gZfwI",869697955489615872,https://twitter.com/guardian/status/869697955489615872,3600
Tue May 30 23:32:01 +0000 2017,2017-05-30 23:32:01,1,0,The Sun,1,TheSun,"Is it legal to use traffic cones, bins and other things to save you a parking space outside your home?… https://t.co/i2vGAi7wG5",869697938267811841,https://twitter.com/TheSun/status/869697938267811841,3600
Tue May 30 23:31:31 +0000 2017,2017-05-30 23:31:31,7,0,Businessweek,4,BW,Using data mining to find tax cheaters https://t.co/6LwEcytIkI https://t.co/8UcFSkXW0J,869697812698628097,https://twitter.com/BW/status/869697812698628097,-14400
Tue May 30 23:31:31 +0000 2017,2017-05-30 23:31:31,34,0,Bloomberg,50,business,Intel will begin selling chips under a new Core i9 brand aimed at gamers https://t.co/IszOGQwowP https://t.co/i8AKKmDTxX,869697812224770048,https://twitter.com/business/status/869697812224770048,-14400
Tue May 30 23:31:07 +0000 2017,2017-05-30 23:31:07,11,0,CNET,2,CNET,".@NickBertke releases ""Despicable Me"" soundscape that almost makes the Minions bearable. Almost.… https://t.co/ejw1CGacme",869697710382821376,https://twitter.com/CNET/status/869697710382821376,-25200
