created_at,utc_offset,text,tweet_url,screen_name,name,retweet_count,favorite_count
Sat May 20 21:09:10 +0000 2017,3600,SUNDAY TIMES FRONT PAGE: 'Tory wobble as cuts for elderly slash May's lead' #skypapers https://t.co/U0jU9dFLHM,https://twitter.com/SkyNews/status/866038110651637760,SkyNews,Sky News,112,97
Sat May 20 21:06:26 +0000 2017,3600,"SUNDAY TELEGRAPH FRONT PAGE: 'Lose your gong if you dishonour it, says PM' #skypapers https://t.co/OpfmsnYaW9",https://twitter.com/SkyNews/status/866037421758132228,SkyNews,Sky News,18,46
Sat May 20 20:59:31 +0000 2017,3600,"After attacking Islam, can Trump win round 30 Muslim nations? https://t.co/0mu30iLTos",https://twitter.com/SkyNews/status/866035683416297474,SkyNews,Sky News,34,32
Sat May 20 20:38:04 +0000 2017,3600,DAILY STAR FRONT PAGE: 'Sealed with a sis' #skypapers https://t.co/3Lsl4VqRH8,https://twitter.com/SkyNews/status/866030285175042049,SkyNews,Sky News,17,32
Sat May 20 20:37:06 +0000 2017,3600,SUNDAY EXPRESS FRONT PAGE: 'Shh! Mummy Kate takes charge on Pippa's big day' #skypapers https://t.co/W1sGSKsxj1,https://twitter.com/SkyNews/status/866030041947414528,SkyNews,Sky News,29,94
Sat May 20 20:13:29 +0000 2017,3600,UKIP candidate Paddy Singh suspended over 'racist' tweets https://t.co/FqU9N9bi8x,https://twitter.com/SkyNews/status/866024096689250304,SkyNews,Sky News,70,37
Sat May 20 20:10:28 +0000 2017,3600,"THE OBSERVER FRONT PAGE: 'May's school meals plan 'to hit 900,000 poor children'' #skypapers https://t.co/1xb6rXVH0y",https://twitter.com/SkyNews/status/866023337885143041,SkyNews,Sky News,193,85
Sat May 20 18:40:24 +0000 2017,3600,Astronomers scramble to probe 'alien megastructure' star https://t.co/VBmvhHhSJv,https://twitter.com/SkyNews/status/866000673124626432,SkyNews,Sky News,95,148
Sat May 20 18:02:22 +0000 2017,3600,Leo Varadkar leads race to become Ireland's next Prime Minister https://t.co/M3REtuk6JL,https://twitter.com/SkyNews/status/865991103203377153,SkyNews,Sky News,36,32
Sat May 20 17:48:35 +0000 2017,3600,The story behind Pippa Middleton's wedding dress #PippaMiddleton https://t.co/q39wwghobg,https://twitter.com/SkyNews/status/865987632819556352,SkyNews,Sky News,21,66
Sat May 20 17:14:20 +0000 2017,3600,UK's first cancer-fighting proton beam therapy machine arrives https://t.co/RsQxMe2H2N,https://twitter.com/SkyNews/status/865979014611177472,SkyNews,Sky News,97,177
Sat May 20 17:13:00 +0000 2017,3600,Don't forget to register to vote in #GE2017! You've got until Monday: https://t.co/uS5PJ5akkz #GeneralElection https://t.co/MoXsBklNze,https://twitter.com/SkyNews/status/865978679528112130,SkyNews,Sky News,76,44
Sat May 20 17:05:39 +0000 2017,3600,Iran's moderate president Hassan Rouhani has been re-elected for a second term https://t.co/na67LbV41O,https://twitter.com/SkyNews/status/865976829177475073,SkyNews,Sky News,37,41
Sat May 20 17:00:01 +0000 2017,3600,Knife crime: Battle for the streets. Watch @skymarkwhite's special report on the fight to stop knife crime in Londo… https://t.co/mI7dfVaJG7,https://twitter.com/SkyNews/status/865975412156801024,SkyNews,Sky News,14,11
Sat May 20 16:57:20 +0000 2017,3600,May: Trident row proves Labour can't be trusted on defence https://t.co/FJX6Qvuu0f,https://twitter.com/SkyNews/status/865974733694791680,SkyNews,Sky News,90,107
Sat May 20 16:19:05 +0000 2017,3600,Young Royals attend Pippa Middleton's wedding #PippaMiddleton #PippasWedding https://t.co/IMhzN85e0z,https://twitter.com/SkyNews/status/865965107175718914,SkyNews,Sky News,29,92
Sat May 20 15:26:03 +0000 2017,3600,".@jeremycorbyn says the Tories are trying to ""pitch young against old"" over pensions, social care and winter fuel https://t.co/cr6qJk3yUS",https://twitter.com/SkyNews/status/865951764192780288,SkyNews,Sky News,64,89
Sat May 20 15:04:49 +0000 2017,3600,Plain packaging will be standard for all cigarette packets sold in the UK from this weekend https://t.co/ClxS7oQFyM,https://twitter.com/SkyNews/status/865946421173907456,SkyNews,Sky News,46,41
Sat May 20 21:54:20 +0000 2017,-25200,Aussie woman whose Bali drug saga gripped nation going home https://t.co/iKNYxMLGnh https://t.co/p9OxJtQaFw,https://twitter.com/SFGate/status/866049476921774080,SFGate,SFGate,0,1
Sat May 20 21:54:15 +0000 2017,-25200,Chronicle named state’s best newspaper by publishers’ group https://t.co/F4pPZSACBo https://t.co/EFuF2XzRiW,https://twitter.com/SFGate/status/866049454582898689,SFGate,SFGate,0,7
Sat May 20 21:54:10 +0000 2017,-25200,Lava oozes from Hawaiian volcano in time-lapse video https://t.co/QZ6DgeC3KQ https://t.co/DkJ8tLdTJj,https://twitter.com/SFGate/status/866049437214195712,SFGate,SFGate,5,6
Sat May 20 21:21:08 +0000 2017,-25200,Dogpatch residents celebrate their changing neighborhood https://t.co/zClCE8X3hP https://t.co/HkUSsMcY9f,https://twitter.com/SFGate/status/866041122555953152,SFGate,SFGate,3,2
Sat May 20 20:48:14 +0000 2017,-25200,Cal Academy's NightLife is a living pop-up rock museum https://t.co/86oLleeyea https://t.co/TIOZovAhOb,https://twitter.com/SFGate/status/866032844111437825,SFGate,SFGate,1,7
Sat May 20 20:48:11 +0000 2017,-25200,Nudists celebrate the Summer of Love in Castro https://t.co/oKhjQlr2vE https://t.co/cwyxNpyH7T,https://twitter.com/SFGate/status/866032831566184449,SFGate,SFGate,10,5
Sat May 20 20:48:06 +0000 2017,-25200,Rare glimpses inside scene that would become Summer of Love https://t.co/TsD9ieolIM https://t.co/MD9scQMQEd,https://twitter.com/SFGate/status/866032808472354816,SFGate,SFGate,4,3
Sat May 20 20:15:17 +0000 2017,-25200,Bay Bridge bird colony settles in on new span https://t.co/jqK2NsFdEq https://t.co/NGJw69IlPI,https://twitter.com/SFGate/status/866024551003508736,SFGate,SFGate,1,4
Sat May 20 20:15:15 +0000 2017,-25200,Cell phone health hazard? Records show state reworked warnings https://t.co/po8gR0XGE0 https://t.co/DCcgzlvgXY,https://twitter.com/SFGate/status/866024543546097664,SFGate,SFGate,1,3
Sat May 20 20:15:09 +0000 2017,-25200,Love bite? Rattlesnake bites Florida man who tries to kiss it https://t.co/DAWazf6XkZ https://t.co/iaFGP8z4OV,https://twitter.com/SFGate/status/866024517767843840,SFGate,SFGate,3,5
Sat May 20 19:43:11 +0000 2017,-25200,Two men rescued from ocean near Sutro Baths https://t.co/ec48SBrynN https://t.co/3qAtMs9f0x,https://twitter.com/SFGate/status/866016473545719808,SFGate,SFGate,2,4
Sat May 20 19:11:13 +0000 2017,-25200,Uber may charge you more based on where you're going https://t.co/B75A4YkuTe https://t.co/IJNTWSM2UY,https://twitter.com/SFGate/status/866008426999980032,SFGate,SFGate,2,2
Sat May 20 18:54:03 +0000 2017,-25200,"From Instagram: It's the perfect weather to stroll around the neighborhood. Thanks @geigerspeed for this one.

#sa…… https://t.co/4nHaSEXCeF",https://twitter.com/SFGate/status/866004109018755072,SFGate,SFGate,0,10
Sat May 20 18:38:46 +0000 2017,-25200,"200,000 pounds of Nathan's hot dogs recalled https://t.co/3B3txzHcWw https://t.co/HwaKyTVnCf",https://twitter.com/SFGate/status/866000262514614272,SFGate,SFGate,3,9
Sat May 20 18:38:38 +0000 2017,-25200,Report: Huma Abedin files for divorce from Anthony Weiner https://t.co/Szx2KIfZOb https://t.co/Bo0rdMQxiB,https://twitter.com/SFGate/status/866000228196818944,SFGate,SFGate,1,11
Sat May 20 18:06:07 +0000 2017,-25200,Florida python hunter nabs largest ever snake in Everglades https://t.co/5RHnK91Ic8,https://twitter.com/SFGate/status/865992044082216960,SFGate,SFGate,9,13
Sat May 20 18:06:06 +0000 2017,-25200,Warriors’ Zaza Pachulia ruled out for Game 3 https://t.co/3viiwG2D1F https://t.co/qoKWJ5ZPc8,https://twitter.com/SFGate/status/865992040219238401,SFGate,SFGate,3,3
Sat May 20 17:06:45 +0000 2017,-25200,"@SFDeltas give up 3 goals, lose to Armada #sfdeltas #NASL #bayareafutbol #kezarnights https://t.co/hPjrs4FoM8",https://twitter.com/SFGate/status/865977105149906945,SFGate,SFGate,2,2
Sat May 20 16:29:48 +0000 2017,-25200,Spurs’ Kawhi Leonard ruled out for Game 3 https://t.co/VGIJcw5Hkm https://t.co/oIywBk40Uz,https://twitter.com/SFGate/status/865967806722048004,SFGate,SFGate,1,1
Sat May 20 16:19:09 +0000 2017,-25200,From Instagram: Weekends are for brunching. 😋🍗 #brunch #oakland #chickenandwaffles https://t.co/boNVsBPvxo https://t.co/rNjLIGYRVW,https://twitter.com/SFGate/status/865965125949431808,SFGate,SFGate,3,12
Sat May 20 22:31:06 +0000 2017,3600,"""Lesbian relationships are particularly incomprehensible to Cambodian society""

Secret love under the Khmer Rouge… https://t.co/5lCGwvnYOh",https://twitter.com/AJEnglish/status/866058729413857284,AJEnglish,Al Jazeera English,34,28
Sat May 20 22:00:05 +0000 2017,3600,Is this the world's most polluted island? https://t.co/uPxLeHxkGs,https://twitter.com/AJEnglish/status/866050923834912768,AJEnglish,Al Jazeera English,92,37
Sat May 20 21:49:32 +0000 2017,3600,"RT @AJEnglish: ⚡️ “Stories you shouldn't miss today”

https://t.co/WZWg8WyTOj",https://twitter.com/AJEnglish/status/866048270690394115,AJEnglish,Al Jazeera English,86,0
Sat May 20 21:48:36 +0000 2017,3600,Freed Chibok girls reunited with parents https://t.co/eLSh0qseLO https://t.co/w82s0CqGxW,https://twitter.com/AJEnglish/status/866048035838717953,AJEnglish,Al Jazeera English,55,84
Sat May 20 21:30:13 +0000 2017,3600,The Syrian civil war is the deadliest conflict the 21st century has witnessed so far https://t.co/G4U6K2KnUP https://t.co/u1h1zPvF4Z,https://twitter.com/AJEnglish/status/866043409265561602,AJEnglish,Al Jazeera English,161,101
Sat May 20 21:15:06 +0000 2017,3600,"After the latest global hacking attack, what is the future of cyber security? https://t.co/vyoVMRiUV1 https://t.co/F2CLNz6rQr",https://twitter.com/AJEnglish/status/866039603492421632,AJEnglish,Al Jazeera English,23,29
Sat May 20 21:00:06 +0000 2017,3600,This woman started a beauty salon in Kabul to create a safe space for other women. https://t.co/qKBbiTcUGa,https://twitter.com/AJEnglish/status/866035830208450560,AJEnglish,Al Jazeera English,84,138
Sat May 20 20:45:07 +0000 2017,3600,More than 30 Palestinian institutions and organisations have been shut down in Jerusalem since the 2001… https://t.co/QkOS6cP9vI,https://twitter.com/AJEnglish/status/866032060418457600,AJEnglish,Al Jazeera English,54,23
Sat May 20 20:35:08 +0000 2017,3600,"Brazil's President Temer demands suspension of corruption probe, claiming evidence was ""doctored""… https://t.co/JRslJfMDhf",https://twitter.com/AJEnglish/status/866029545664786432,AJEnglish,Al Jazeera English,38,18
Sat May 20 20:30:22 +0000 2017,3600,A photo round-up of some of the week's key events https://t.co/xLUS18aA8U https://t.co/Eo6agyIdZy,https://twitter.com/AJEnglish/status/866028348622999554,AJEnglish,Al Jazeera English,32,34
Sat May 20 20:15:07 +0000 2017,3600,"Since 1967, more than 15,000 Palestinian women have been imprisoned by Israeli authorities https://t.co/q9dxbj99bd https://t.co/aK1OmkU5XB",https://twitter.com/AJEnglish/status/866024510310559745,AJEnglish,Al Jazeera English,190,68
Sat May 20 20:00:08 +0000 2017,3600,Five things to know about WikiLeaks founder Julian Assange https://t.co/xpkDNG0eHH https://t.co/12FouoNY6y,https://twitter.com/AJEnglish/status/866020737160798208,AJEnglish,Al Jazeera English,42,31
Sat May 20 19:45:15 +0000 2017,3600,RT @AJEnglish: This man in Thailand cooks chicken with the power of the sun. https://t.co/j6zFqMweGM,https://twitter.com/AJEnglish/status/866016994193289218,AJEnglish,Al Jazeera English,461,0
Sat May 20 19:30:11 +0000 2017,3600,"""We keep everything open so they feel they are part of nature""

Takharu Tezuka's open-plan kindergarten… https://t.co/jdaWtLVr8U",https://twitter.com/AJEnglish/status/866013199744806913,AJEnglish,Al Jazeera English,21,36
Sat May 20 19:15:10 +0000 2017,3600,Who benefits from a weak and divided Yemen? https://t.co/R1OiADfYdD https://t.co/59NYInAv3B,https://twitter.com/AJEnglish/status/866009422669205504,AJEnglish,Al Jazeera English,53,37
Sat May 20 19:00:20 +0000 2017,3600,South Africans take to the streets to protest violence against women and children https://t.co/G1KwvJtDQz https://t.co/1K0LKkYIfx,https://twitter.com/AJEnglish/status/866005689973579777,AJEnglish,Al Jazeera English,128,142
Sat May 20 18:45:10 +0000 2017,3600,"Less than 1% of Antarctica is ice-free, making this rocky outcrop prime real estate for nesting penguins… https://t.co/pWnHMC6VZ9",https://twitter.com/AJEnglish/status/866001873421160450,AJEnglish,Al Jazeera English,41,59
Sat May 20 18:38:26 +0000 2017,3600,@AJUpFront Venezuelan opposition vows not to give up despite seven weeks of protests that left at least 47 people d… https://t.co/PZ5pi5GnW3,https://twitter.com/AJEnglish/status/866000179043946497,AJEnglish,Al Jazeera English,45,47
Sat May 20 18:30:05 +0000 2017,3600,This man celebrated his 101st birthday with a skydive. https://t.co/BYpm0WMOPl,https://twitter.com/AJEnglish/status/865998076325933056,AJEnglish,Al Jazeera English,126,158
Sat May 20 18:15:09 +0000 2017,3600,The fight for a living wage in the UK https://t.co/kIaQB4Q6Dt https://t.co/YPcHadNMqZ,https://twitter.com/AJEnglish/status/865994319630483456,AJEnglish,Al Jazeera English,42,33
Sat May 20 22:51:18 +0000 2017,3600,Thousands of cars banned from roads as Mexico City chokes in worst pollution for two decades https://t.co/Z3a02ChLk8,https://twitter.com/Independent/status/866063814760046592,Independent,The Independent,4,1
Sat May 20 22:50:00 +0000 2017,3600,This mother's post about how 'easy' a caesarian is has gone viral https://t.co/5SOzSEIBWC,https://twitter.com/Independent/status/866063486861754368,Independent,The Independent,2,0
Sat May 20 22:48:00 +0000 2017,3600,Pippa Middleton's wedding sums up the age we live in https://t.co/m0e6DxQzCz,https://twitter.com/Independent/status/866062983151050753,Independent,The Independent,5,8
Sat May 20 22:47:46 +0000 2017,3600,Twitter founder apologises for 'helping make Donald Trump President' https://t.co/aDkWqaJGJE,https://twitter.com/Independent/status/866062924519014400,Independent,The Independent,18,13
Sat May 20 22:44:00 +0000 2017,3600,Afghan Vice President flies to Turkey amid claims he raped and beat political rival https://t.co/us4s9HqWPf,https://twitter.com/Independent/status/866061976610394113,Independent,The Independent,11,5
Sat May 20 22:42:01 +0000 2017,3600,Why would older people like us vote for a manifesto that will leave us out of pocket? https://t.co/4VXZsPHTeA,https://twitter.com/Independent/status/866061477266022400,Independent,The Independent,16,12
Sat May 20 22:36:00 +0000 2017,3600,Facebook ‘dark ads’ will win this election for the Tories - but there's something you can do about it https://t.co/IFF75c4Rts,https://twitter.com/Independent/status/866059963566768128,Independent,The Independent,21,13
Sat May 20 22:30:00 +0000 2017,3600,"Thanks for the advice on rape culture, Ched Evans – but isn't it time we started prioritising men's safety? https://t.co/caFpMmEYRh",https://twitter.com/Independent/status/866058455215460353,Independent,The Independent,4,7
Sat May 20 22:24:00 +0000 2017,3600,"Corbyn far more likely to be attacked by media than May, audit reveals https://t.co/9WAeJJ8oQ8",https://twitter.com/Independent/status/866056944540413952,Independent,The Independent,64,44
Sat May 20 22:20:01 +0000 2017,3600,People are Photoshopping Theresa May's shadow and it's the stuff of nightmares https://t.co/a9TVSMFUVs,https://twitter.com/Independent/status/866055938914082818,Independent,The Independent,24,45
Sat May 20 22:16:58 +0000 2017,3600,Meet the seven-year-old YouTube star whose anti-Isis speech has gone viral https://t.co/HZxe6DCZhd,https://twitter.com/Independent/status/866055173659131905,Independent,The Independent,24,20
Sat May 20 22:09:18 +0000 2017,3600,Tory ministers accept 20 luxury food hampers from Saudi Arabia as Yemen famine worsens https://t.co/C9Y0EXiLvA,https://twitter.com/Independent/status/866053245227216897,Independent,The Independent,185,75
Sat May 20 22:06:00 +0000 2017,3600,The 19 countries with the most powerful passports https://t.co/BK1J4IMNRl,https://twitter.com/Independent/status/866052415442870272,Independent,The Independent,26,30
Sat May 20 22:05:01 +0000 2017,3600,This might be the best Trump magazine cover yet https://t.co/nfH4Q3Os19,https://twitter.com/Independent/status/866052164329902080,Independent,The Independent,35,70
Sat May 20 22:04:00 +0000 2017,3600,"Tory immigration policy could force curry houses out of business, says leading restaurateur https://t.co/UmxLVeJfYG",https://twitter.com/Independent/status/866051909077041153,Independent,The Independent,24,20
Sat May 20 22:00:02 +0000 2017,3600,Editorial: It is a disgrace that Julian Assange has escaped due legal process https://t.co/4h1CC9DUJz,https://twitter.com/Independent/status/866050912409837569,Independent,The Independent,20,34
Sat May 20 21:57:16 +0000 2017,3600,From Hartlepool to Southwark - Labour's impossible Brexit problem https://t.co/7eGY5rXy8l,https://twitter.com/Independent/status/866050213584277504,Independent,The Independent,5,9
Sat May 20 21:54:01 +0000 2017,3600,Dancing man in live TV news broadcast goes viral https://t.co/XkdzlaN2lA,https://twitter.com/Independent/status/866049395833307136,Independent,The Independent,6,10
Sat May 20 21:50:00 +0000 2017,3600,"If you receive this message on Whatsapp, delete it immediately https://t.co/hVuW42gws2",https://twitter.com/Independent/status/866048388541939712,Independent,The Independent,47,25
Sat May 20 21:50:00 +0000 2017,3600,Tories refuse to disclose content of Facebook adverts targeted at marginal seats https://t.co/uAhBHxr8kp,https://twitter.com/Independent/status/866048385572380674,Independent,The Independent,65,26
Sat May 20 22:18:52 +0000 2017,3600,China 'dismantled' CIA spying operations and killed sources – report https://t.co/IWMEkozwv4,https://twitter.com/guardian/status/866055652619075584,guardian,The Guardian,104,71
Sat May 20 22:09:06 +0000 2017,3600,"When I first wrote about domestic violence, no one talked about it. Now the shame has lifted https://t.co/XzsQjJb8aS",https://twitter.com/guardian/status/866053194924806144,guardian,The Guardian,54,60
Sat May 20 22:03:03 +0000 2017,3600,Redoubtable review – Michel Hazanavicius’s Jean-Luc Godard biopic a pastiche without passion https://t.co/Qj8FUT5ia8,https://twitter.com/guardian/status/866051672501571585,guardian,The Guardian,16,28
Sat May 20 21:55:22 +0000 2017,3600,Joy as 82 Chibok schoolgirls hug and kiss their families again https://t.co/enw76u277c,https://twitter.com/guardian/status/866049738398978048,guardian,The Guardian,104,177
Sat May 20 21:49:43 +0000 2017,3600,Jürgen Klopp says Liverpool deserve top-four finish for Champions League spot https://t.co/P4srrhTDz2 via @guardian_sport,https://twitter.com/guardian/status/866048315925966848,guardian,The Guardian,9,23
Sat May 20 21:20:23 +0000 2017,3600,"Observer front page, Sunday 21 May 2017: May’s school meals plan ‘to hit 900,000 poor children’ https://t.co/mp6KdZ0zTU",https://twitter.com/guardian/status/866040933510516742,guardian,The Guardian,258,135
Sat May 20 21:17:46 +0000 2017,3600,"Scrap feuds and keep your eye on victory, Unison chief tells Labour https://t.co/QPDvHdfC49",https://twitter.com/guardian/status/866040276774772741,guardian,The Guardian,40,69
Sat May 20 20:59:29 +0000 2017,3600,The true crime tale that merges murder and memoir – set to be summer’s ‘must-read’ https://t.co/Ck0Gv5nHaN,https://twitter.com/guardian/status/866035675933667328,guardian,The Guardian,14,40
Sat May 20 20:52:22 +0000 2017,3600,"Cannes 2017 day four: Kristen Stewart, Isabelle Huppert, Arnold Schwarzenegger – in pictures https://t.co/nz0AQ3ksj9",https://twitter.com/guardian/status/866033884886118400,guardian,The Guardian,29,29
Sat May 20 20:34:24 +0000 2017,3600,Silicon Valley’s cartel capitalists are the real winners from cyber-attacks https://t.co/EatClXJ41Y,https://twitter.com/guardian/status/866029363594219520,guardian,The Guardian,39,45
Sat May 20 20:28:25 +0000 2017,3600,'Artisanal' miners in El Salvador face ruin as ban comes into force https://t.co/vLSezZaoOK,https://twitter.com/guardian/status/866027855955849217,guardian,The Guardian,19,10
Sat May 20 20:18:53 +0000 2017,3600,"May’s plan to end free school lunches ‘to hit 900,000 struggling families’ https://t.co/UOrvZSgKDs",https://twitter.com/guardian/status/866025456058945536,guardian,The Guardian,489,210
Sat May 20 20:18:53 +0000 2017,3600,NHS chief tells ministers: face up to the pay crisis https://t.co/j0kiVKQAMu,https://twitter.com/guardian/status/866025456025423872,guardian,The Guardian,67,58
Sat May 20 20:01:47 +0000 2017,3600,Bolstering the workforce is the key to the survival of the NHS | Niall Dickson https://t.co/bBI03OWWCt,https://twitter.com/guardian/status/866021154686894080,guardian,The Guardian,29,41
Sat May 20 19:22:17 +0000 2017,3600,"Audio at heart of bribery scandal was doctored, claims Brazil president https://t.co/BVe7MAU6vL",https://twitter.com/guardian/status/866011212940816384,guardian,The Guardian,30,27
Sat May 20 19:15:20 +0000 2017,3600,"Alive in France review – Abel Ferrara, the demon of shambolic pub rock, gives little away https://t.co/OxTo6JFyT8",https://twitter.com/guardian/status/866009463270014977,guardian,The Guardian,11,16
Sat May 20 19:13:31 +0000 2017,3600,FA clearly falling short on transparency in sexual abuse scandal https://t.co/xHihzCWL4x via @guardian_sport,https://twitter.com/guardian/status/866009005365350405,guardian,The Guardian,17,22
Sat May 20 19:09:03 +0000 2017,3600,"‘You’d come in and think, what’s dead or escaped?’: inside Britain's most controversial zoo https://t.co/ATqxO7dRqr",https://twitter.com/guardian/status/866007883829456896,guardian,The Guardian,25,23
Sat May 20 19:06:04 +0000 2017,3600,Magic Weekend: St Helens pull one out of the hat to stun Hull FC https://t.co/6LUllF9lE2 via @guardian_sport,https://twitter.com/guardian/status/866007132700897281,guardian,The Guardian,7,9
Sat May 20 19:00:55 +0000 2017,3600,"Stop and search won’t help to beat knife crime, Met chief is told https://t.co/OFKMlH66aM",https://twitter.com/guardian/status/866005834010112001,guardian,The Guardian,30,34
Sat May 20 22:45:05 +0000 2017,-25200,"In the studio with John Baldessari: At 85, the man who shunned ""boring art"" has a new show https://t.co/exYSe8YJKP https://t.co/4aspRmHRAF",https://twitter.com/latimes/status/866062249575804928,latimes,Los Angeles Times,5,8
Sat May 20 22:40:05 +0000 2017,-25200,"San Diego County wildfire is spreading at a ""dangerous rate"" https://t.co/7lEl0JgaOO https://t.co/aPW6hZT7wC",https://twitter.com/latimes/status/866060990282174469,latimes,Los Angeles Times,29,22
Sat May 20 22:30:07 +0000 2017,-25200,Supporters of Cal State L.A. student activist detained by Border Patrol hold silent rally on commencement day… https://t.co/g4bjMalqFQ,https://twitter.com/latimes/status/866058480523857921,latimes,Los Angeles Times,27,29
Sat May 20 22:15:04 +0000 2017,-25200,Gavin Newsom faces backlash as state fights Sierra Club and San Francisco over waterfront https://t.co/zRVALap8ds,https://twitter.com/latimes/status/866054697064464385,latimes,Los Angeles Times,15,12
Sat May 20 22:00:11 +0000 2017,-25200,"Vanessa Bayer joins Bobby Moynihan in ""SNL"" exodus https://t.co/PnBbahzhQ4 https://t.co/gi2xIF2xDm",https://twitter.com/latimes/status/866050948854099968,latimes,Los Angeles Times,18,24
Sat May 20 21:43:17 +0000 2017,-25200,What time is the Preakness Stakes? Allow us to explain https://t.co/y0tnp9jkju https://t.co/yo7t77gTB5,https://twitter.com/latimes/status/866046696605835264,latimes,Los Angeles Times,6,11
Sat May 20 21:30:07 +0000 2017,-25200,How I survived Roger Ailes' wrath in 1988: https://t.co/2GdqIFgLbj https://t.co/QBISodpqdC,https://twitter.com/latimes/status/866043383881531393,latimes,Los Angeles Times,8,14
Sat May 20 21:15:04 +0000 2017,-25200,Unruly man on Hawaii flight may have caused security breach at LAX hours earlier https://t.co/a2tpxaRv4j https://t.co/RJU3CHgZhG,https://twitter.com/latimes/status/866039597654003712,latimes,Los Angeles Times,9,13
Sat May 20 21:00:12 +0000 2017,-25200,Freed Nigerian schoolgirls meet families in emotional reunions after 3 years https://t.co/zoFlINtCrg https://t.co/lOKaoO137Y,https://twitter.com/latimes/status/866035855957381121,latimes,Los Angeles Times,48,100
Sat May 20 20:45:06 +0000 2017,-25200,Pippa’s pick: Middleton walked down the aisle in a Giles Deacon gown https://t.co/7wHnCXcXIa https://t.co/pOl1kD3P2W,https://twitter.com/latimes/status/866032054705807360,latimes,Los Angeles Times,15,56
Sat May 20 20:30:08 +0000 2017,-25200,"Pelosi tells Democrats that GOP is ""stonewalling' on the investigation into Russia and Trump https://t.co/MQOhy9OY6V https://t.co/KtzRiERfGh",https://twitter.com/latimes/status/866028287604256768,latimes,Los Angeles Times,53,102
Sat May 20 20:15:04 +0000 2017,-25200,"Iranian President Rouhani wins reelection, beating hard-liner by a wide margin https://t.co/ocToHLz9uu https://t.co/ECRkYiPItq",https://twitter.com/latimes/status/866024497987690496,latimes,Los Angeles Times,25,40
Sat May 20 20:00:13 +0000 2017,-25200,"""Alien: Covenant"" will pass ""Guardians"" — but not by much — to lead the box office this weekend… https://t.co/bHgQXaUh0H",https://twitter.com/latimes/status/866020760988635137,latimes,Los Angeles Times,7,22
Sat May 20 19:45:07 +0000 2017,-25200,"Why ""Roseanne"" and ""Will &amp; Grace"" are returning: TV networks playing it safe in a risky market… https://t.co/yRZMsMqE6f",https://twitter.com/latimes/status/866016959229550593,latimes,Los Angeles Times,26,53
Sat May 20 19:30:08 +0000 2017,-25200,"A first-timer falls in love with the red-rock wonder of Sedona, Arizona https://t.co/zkV7bXW7rp https://t.co/JpJdJLyOPO",https://twitter.com/latimes/status/866013187870793728,latimes,Los Angeles Times,44,142
Sat May 20 19:15:15 +0000 2017,-25200,Universal Studios Hollywood will introduce a “bone-chilling” Harry Potter light show this summer… https://t.co/3wsYPOMZXF,https://twitter.com/latimes/status/866009440755081216,latimes,Los Angeles Times,19,86
Sat May 20 19:00:14 +0000 2017,-25200,"British chef Fergus Henderson talks about nose-to-tail cooking, plus a recipe for deviled kidneys… https://t.co/OnnFg4DMaL",https://twitter.com/latimes/status/866005664656707586,latimes,Los Angeles Times,6,9
Sat May 20 18:45:05 +0000 2017,-25200,Column: The entire healthcare industry is panicking that Trump is about to blow up Obamacare (via @hiltzikm)… https://t.co/vSrsdQ3btX,https://twitter.com/latimes/status/866001851019382786,latimes,Los Angeles Times,76,43
Sat May 20 18:30:08 +0000 2017,-25200,"Column: Trump may hate California, but he's not shy about asking its residents for donations (via @LATstevelopez)… https://t.co/vXjhn8F2MN",https://twitter.com/latimes/status/865998088758067200,latimes,Los Angeles Times,56,44
Sat May 20 18:15:09 +0000 2017,-25200,"Hollywood is ""out of touch:"" Three southerners on how their worlds are portrayed https://t.co/rpLODGz9oW https://t.co/D5dgjzOwGN",https://twitter.com/latimes/status/865994316908572673,latimes,Los Angeles Times,17,33
Sat May 20 22:46:16 +0000 2017,-14400,"Speaker Ryan says Trump ""obviously"" had a ""bad two weeks,"" but denies turmoil and setbacks will affect GOP agenda… https://t.co/UX2wYfPQsm",https://twitter.com/ABC/status/866062545299353600,ABC,ABC News,21,30
Sat May 20 22:24:14 +0000 2017,-14400,US proposes plan to Russia for managing increasingly complex battlefield in Syria's main oil-producing region… https://t.co/5tjyZx4wHT,https://twitter.com/ABC/status/866057002417631232,ABC,ABC News,35,30
Sat May 20 22:02:43 +0000 2017,-14400,Removal of Confederate statues part of New Orleans Mayor Mitch Landrieu's legacy https://t.co/U7dtfy5F7J https://t.co/fAYS8Fd1Jv,https://twitter.com/ABC/status/866051587340480512,ABC,ABC News,52,156
Sat May 20 21:39:44 +0000 2017,-14400,Trump's departure on first foreign trip of his term caps off arguably most chaotic two-week period of his presidenc… https://t.co/xaV0fJypG7,https://twitter.com/ABC/status/866045805047754753,ABC,ABC News,37,76
Sat May 20 21:26:07 +0000 2017,-14400,"RT @ThisWeekABC: McMaster hints tomorrow's speech will mark break from Trump's campaign rhetoric on ""radical Islamic terrorism"": https://t.…",https://twitter.com/ABC/status/866042378314027009,ABC,ABC News,92,0
Sat May 20 21:15:26 +0000 2017,-14400,"NAACP Pres. Cornell William Brooks to leave office amid group's ""transformational, system-wide refresh""… https://t.co/Na0pKqWU2K",https://twitter.com/ABC/status/866039686053146624,ABC,ABC News,27,44
